#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AC1D4D
#Date Time: 2020-12-03 18:52:36.817
#Sample rate: 160000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: 0 V Attenuation: 1 X
#Channel 2: Range: 1 V/div Offset: 0 V Attenuation: 1 X
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 100 Hz
#Period: 10 ms
#Amplitude: 500 mV
#Offset: 500 mV
#Symmetry: 50 %
#Phase: 0 ¡Æ
#Wavegen Channel 2: Running
#Mode: Simple
#Type: DC
#Offset: 5 V
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 1.6 V
#Negative Supply: ON
#Voltage: -5 V

Time (s),Channel 1 (V),Channel 2 (V)
0.15855625,-2.011420010233433,0.6053236096464164
0.1585625,-2.015183741973181,0.6053236096464181
0.15856875,-2.011420010233449,0.6091017031069975
0.158575,-2.018947473712925,0.6128797965675956
0.15858125,-2.022711205452667,0.6166578900281853
0.1585875,-2.022711205452667,0.6166578900281853
0.15859375,-2.026474937192416,0.6166578900281922
0.1586,-2.030238668932149,0.6204359834887732
0.15860625,-2.034002400671893,0.6204359834887817
0.1586125,-2.034002400671893,0.6242140769493628
0.15861875,-2.034002400671903,0.6242140769493645
0.158625,-2.041529864151371,0.6242140769493645
0.15863125,-2.045293595891125,0.6279921704099591
0.1586375,-2.049057327630858,0.6317702638705402
0.15864375,-2.049057327630869,0.6317702638705437
0.15865,-2.056584791110336,0.6317702638705437
0.15865625,-2.060348522850092,0.6393264507917229
0.1586625,-2.064112254589825,0.6393264507917229
0.15866875,-2.071639718069317,0.6431045442523124
0.158675,-2.075403449809051,0.6431045442523124
0.15868125,-2.233480182878324,0.6468826377129021
0.1586875,-2.444249160303406,0.6468826377129021
0.15869375,-2.4630678190025,0.6506607311734917
0.1587,-2.350155866809105,0.6506607311735002
0.15870625,-1.853343277164269,0.6544388246340813
0.1587125,-1.303838443163162,0.6544388246340813
0.15871875,-1.164580368791516,0.6582169180946692
0.158725,-1.160816637051704,0.6582169180946709
0.15873125,-1.15705290531197,0.6582169180946709
0.1587375,-1.160816637051711,0.6657731050158432
0.15874375,-1.160816637051711,0.661995011555264
0.15875,-1.164580368791453,0.6657731050158501
0.15875625,-1.164580368791453,0.6657731050158501
0.1587625,-1.164580368791463,0.6657731050158552
0.15876875,-1.172107832270927,0.6695511984764346
0.158775,-1.172107832270937,0.6771073853976189
0.15878125,-1.172107832270937,0.6771073853976189
0.1587875,-1.17210783227094,0.6771073853976189
0.15879375,-1.175871564010672,0.6771073853976189
0.1588,-1.175871564010681,0.6808854788582068
0.15880625,-1.179635295750415,0.6771073853976258
0.1588125,-1.179635295750421,0.6846635723187982
0.15881875,-1.179635295750421,0.6846635723188067
0.158825,-1.179635295750421,0.6884416657793877
0.15883125,-1.179635295750421,0.6884416657793877
0.1588375,-1.179635295750421,0.6884416657793877
0.15884375,-1.183399027490164,0.6922197592399842
0.15885,-1.183399027490164,0.6959978527005652
0.15885625,-1.183399027490164,0.6997759461611566
0.1588625,-1.183399027490164,0.6997759461611566
0.15886875,-1.187162759229906,0.6997759461611617
0.158875,-1.187162759229906,0.7035540396217427
0.15888125,-1.187162759229906,0.7035540396217461
0.1588875,-1.187162759229906,0.7035540396217461
0.15889375,-1.187162759229909,0.7073321330823358
0.1589,-1.190926490969643,0.7073321330823358
0.15890625,-1.18339902749017,0.7073321330823392
0.1589125,-1.190926490969638,0.7111102265429202
0.15891875,-1.187162759229909,0.714888320003515
0.158925,-1.194690222709376,0.714888320003515
0.15893125,-1.19092649096965,0.7148883200035167
0.1589375,-1.194690222709383,0.7186664134640977
0.15894375,-1.19469022270939,0.7186664134641045
0.15895,-1.190926490969657,0.7186664134641045
0.15895625,-1.19469022270939,0.7224445069246942
0.1589625,-1.19469022270939,0.7224445069246942
0.15896875,-1.19469022270939,0.7224445069246942
0.158975,-1.19469022270939,0.7262226003852906
0.15898125,-1.19469022270939,0.7300006938458717
0.1589875,-1.198453954449132,0.7300006938458734
0.15899375,-1.198453954449132,0.7300006938458734
0.159,-1.1946902227094,0.733778787306463
0.15900625,-1.202217686188868,0.733778787306463
0.1590125,-1.198453954449132,0.7375568807670526
0.15901875,-1.198453954449132,0.7375568807670526
0.159025,-1.198453954449136,0.7413349742276456
0.15903125,-1.202217686188869,0.7451130676882267
0.1590375,-1.202217686188878,0.7451130676882284
0.15904375,-1.205981417928611,0.7413349742276473
0.15905,-1.202217686188874,0.7451130676882335
0.15905625,-1.202217686188874,0.7488911611488145
0.1590625,-1.202217686188874,0.7526692546094094
0.15906875,-1.202217686188874,0.7488911611488283
0.159075,-1.198453954449132,0.7564473480700006
0.15908125,-1.198453954449149,0.7564473480700091
0.1590875,-1.205981417928617,0.7602254415305902
0.15909375,-1.202217686188883,0.7602254415305902
0.1591,-1.202217686188874,0.7602254415305902
0.15910625,-1.202217686188881,0.7640035349911867
0.1591125,-1.205981417928615,0.7677816284517678
0.15911875,-1.205981417928611,0.7677816284517694
0.159125,-1.202217686188878,0.7677816284517694
0.15913125,-1.209745149668354,0.771559721912359
0.1591375,-1.20598141792862,0.771559721912359
0.15914375,-1.202217686188878,0.7753378153729487
0.15915,-1.205981417928611,0.7753378153729487
0.15915625,-1.205981417928617,0.7791159088335348
0.1591625,-1.205981417928617,0.7753378153729538
0.15916875,-1.205981417928617,0.7791159088335399
