#Digilent WaveForms Oscilloscope XY
#Device Name: Discovery2
#Serial Number: SN:210321AC1D4D
#Date Time: 2020-10-08 17:47:11.377

Channel 1 (V),Channel 2 (V)
-0.01224555723261068,-0.5661944543017792
-0.01224555723261068,-0.5699952568053357
-0.01224555723261068,-0.5699952568053375
-0.01224555723261068,-0.5699952568053375
-0.01190170425915654,-0.5699952568053375
-0.01190170425915654,-0.5737960593088939
-0.01190170425915654,-0.5737960593088957
-0.01155785128570271,-0.5737960593088957
-0.01190170425915654,-0.5737960593088957
-0.01190170425915654,-0.5737960593088957
-0.01121399831224856,-0.5775968618124521
-0.01121399831224825,-0.5775968618124538
-0.01155785128570255,-0.5775968618124538
-0.01190170425915654,-0.5775968618124538
-0.01190170425915654,-0.5813976643160104
-0.01224555723261037,-0.5813976643160121
-0.01224555723261068,-0.5813976643160121
-0.01224555723261068,-0.5813976643160121
-0.01258941020606467,-0.5851984668195686
-0.01258941020606482,-0.5851984668195703
-0.01224555723261115,-0.5851984668195703
-0.01224555723261068,-0.5851984668195703
-0.01224555723261068,-0.5889992693231269
-0.01190170425915685,-0.5889992693231286
-0.01190170425915654,-0.5889992693231286
-0.01190170425915654,-0.5889992693231286
-0.01155785128570255,-0.5889992693231286
-0.01155785128570239,-0.5928000718266834
-0.01190170425915607,-0.5928000718266868
-0.01224555723261068,-0.596600874330245
-0.01224555723261068,-0.596600874330245
-0.01258941020606451,-0.596600874330245
-0.01258941020606482,-0.596600874330245
-0.01258941020606482,-0.596600874330245
-0.01258941020606482,-0.596600874330245
-0.01258941020606482,-0.6004016768337999
-0.01224555723261099,-0.6004016768338033
-0.01224555723261068,-0.6004016768338033
-0.01224555723261068,-0.6004016768338033
-0.01224555723261068,-0.6042024793373597
-0.01224555723261068,-0.6042024793373615
-0.01190170425915654,-0.6042024793373615
-0.01190170425915654,-0.6042024793373615
-0.01190170425915654,-0.6042024793373615
-0.01224555723261037,-0.6080032818409162
-0.01258941020606498,-0.6080032818409197
-0.01293326317951897,-0.6080032818409197
-0.01293326317951897,-0.6118040843444762
-0.01293326317951897,-0.611804084344478
-0.01293326317951897,-0.611804084344478
-0.01293326317951897,-0.611804084344478
-0.01258941020606498,-0.6156048868480344
-0.01258941020606482,-0.6156048868480362
-0.01258941020606482,-0.6156048868480362
-0.01258941020606482,-0.6156048868480362
-0.01258941020606482,-0.6194056893515926
-0.01258941020606482,-0.6194056893515943
-0.01190170425915748,-0.6194056893515943
-0.01224555723261068,-0.6232064918551526
-0.01258941020606467,-0.6232064918551526
-0.01258941020606482,-0.6232064918551526
-0.0129332631795185,-0.6232064918551526
-0.01327711615297311,-0.6232064918551526
-0.01327711615297311,-0.6270072943587091
-0.01327711615297311,-0.6270072943587108
-0.01327711615297311,-0.6270072943587108
-0.01293326317951897,-0.6308080968622691
-0.01293326317951897,-0.6308080968622691
-0.01293326317951897,-0.6308080968622691
-0.01293326317951897,-0.6308080968622691
-0.01293326317951897,-0.6346088993658273
-0.01293326317951897,-0.6346088993658273
-0.01258941020606498,-0.6346088993658273
-0.01224555723261099,-0.6346088993658273
-0.01258941020606436,-0.6346088993658273
-0.01293326317951897,-0.6346088993658273
-0.01293326317951897,-0.6384097018693837
-0.0132771161529728,-0.6384097018693855
-0.01327711615297311,-0.6384097018693855
-0.01327711615297311,-0.6384097018693855
-0.0136209691264271,-0.6384097018693855
-0.01327711615297342,-0.6422105043729404
-0.01327711615297311,-0.6422105043729438
-0.01293326317951897,-0.6422105043729438
-0.01327711615297295,-0.6422105043729438
-0.01293326317951928,-0.6460113068764985
-0.01293326317951897,-0.646011306876502
-0.01293326317951897,-0.646011306876502
-0.01258941020606498,-0.6498121093800584
-0.01258941020606482,-0.6498121093800602
-0.0129332631795185,-0.6498121093800602
-0.01327711615297311,-0.6498121093800602
-0.0136209691264271,-0.6498121093800602
-0.01362096912642725,-0.653612911883615
-0.01362096912642725,-0.6536129118836185
-0.0139648220998814,-0.6536129118836185
-0.01362096912642741,-0.6536129118836185
-0.01362096912642725,-0.6574137143871749
-0.01362096912642725,-0.6574137143871767
-0.01327711615297311,-0.6574137143871767
-0.01327711615297311,-0.661214516890735
-0.01327711615297311,-0.661214516890735
-0.01327711615297311,-0.661214516890735
-0.01293326317951897,-0.661214516890735
-0.01293326317951897,-0.661214516890735
-0.01327711615297295,-0.6650153193942914
-0.01327711615297311,-0.6650153193942931
-0.01362096912642678,-0.6650153193942931
-0.0139648220998814,-0.6650153193942931
-0.0139648220998814,-0.6688161218978496
-0.0139648220998814,-0.6688161218978513
-0.0139648220998814,-0.6688161218978513
-0.0139648220998814,-0.6726169244014096
-0.01362096912642741,-0.6726169244014096
-0.01362096912642725,-0.6726169244014096
-0.01362096912642725,-0.6726169244014096
-0.01362096912642725,-0.6726169244014096
-0.01362096912642725,-0.676417726904966
-0.01362096912642725,-0.6764177269049678
-0.0129332631795199,-0.6764177269049678
-0.01327711615297311,-0.6764177269049678
-0.01327711615297311,-0.6802185294085242
-0.01362096912642694,-0.680218529408526
-0.01396482209988093,-0.680218529408526
-0.01430867507333554,-0.6840193319120843
-0.01396482209988155,-0.6840193319120843
-0.01430867507333523,-0.6840193319120843
-0.01430867507333554,-0.6840193319120843
-0.01430867507333554,-0.6878201344156425
-0.01396482209988155,-0.6878201344156425
-0.0139648220998814,-0.6878201344156425
-0.0139648220998814,-0.6878201344156425
-0.0139648220998814,-0.6878201344156425
-0.0139648220998814,-0.6878201344156425
-0.01362096912642741,-0.691620936919199
-0.01327711615297342,-0.6916209369192008
-0.01362096912642741,-0.6916209369192008
-0.0139648220998814,-0.6916209369192008
-0.0139648220998814,-0.6954217394227572
-0.01430867507333523,-0.695421739422759
-0.01465252804678921,-0.695421739422759
-0.01465252804678968,-0.695421739422759
-0.01465252804678968,-0.695421739422759
-0.01465252804678968,-0.6992225419263137
-0.01430867507333601,-0.6992225419263172
-0.01430867507333554,-0.6992225419263172
-0.01430867507333554,-0.6992225419263172
-0.01396482209988171,-0.703023344429872
-0.0139648220998814,-0.7030233444298755
-0.01430867507333554,-0.7030233444298755
-0.01362096912642756,-0.7030233444298755
-0.01396482209988108,-0.7030233444298755
-0.0139648220998814,-0.7068241469334284
-0.01430867507333554,-0.7068241469334337
-0.01465252804678953,-0.7068241469334337
-0.01499638102024351,-0.7068241469334337
-0.01499638102024383,-0.7068241469334337
-0.01499638102024383,-0.7106249494369918
-0.01499638102024383,-0.7106249494369918
-0.01465252804678984,-0.7106249494369918
-0.01465252804678968,-0.7106249494369918
-0.01465252804678968,-0.7106249494369918
-0.01465252804678968,-0.7144257519405501
-0.0143086750733357,-0.7144257519405501
-0.01430867507333554,-0.7144257519405501
-0.01396482209988186,-0.7144257519405501
-0.0139648220998814,-0.7144257519405501
-0.01430867507333538,-0.7182265544441065
-0.01430867507333554,-0.7182265544441083
-0.01465252804678921,-0.7182265544441083
-0.01499638102024383,-0.7182265544441083
-0.01499638102024383,-0.7182265544441083
-0.01499638102024383,-0.7220273569476632
-0.01499638102024383,-0.7220273569476666
-0.01499638102024383,-0.7220273569476666
-0.01499638102024383,-0.725828159451223
-0.01465252804678999,-0.7258281594512248
-0.01499638102024336,-0.7258281594512248
-0.01465252804678968,-0.7258281594512248
-0.01465252804678968,-0.7258281594512248
-0.01465252804678968,-0.7258281594512248
-0.01430867507333601,-0.7296289619547778
-0.01430867507333554,-0.729628961954783
-0.01465252804678953,-0.729628961954783
-0.01465252804678968,-0.729628961954783
-0.01499638102024351,-0.7334297644583379
-0.01534023399369797,-0.7334297644583413
-0.01534023399369797,-0.7334297644583413
-0.01534023399369797,-0.7334297644583413
-0.01534023399369797,-0.7334297644583413
-0.01534023399369797,-0.7372305669618995
-0.01499638102024383,-0.7372305669618995
-0.01499638102024383,-0.7372305669618995
-0.01499638102024383,-0.7410313694654542
-0.01499638102024383,-0.7410313694654577
-0.01499638102024383,-0.7410313694654577
-0.01465252804678984,-0.7410313694654577
-0.01465252804678968,-0.7410313694654577
-0.01465252804678968,-0.7448321719690107
-0.01499638102024383,-0.744832171969016
-0.01499638102024383,-0.744832171969016
-0.01534023399369766,-0.744832171969016
-0.01568408696715164,-0.7486329744725689
-0.01568408696715211,-0.7486329744725742
-0.01568408696715211,-0.7486329744725742
-0.01568408696715211,-0.7486329744725742
-0.01568408696715211,-0.7524337769761271
-0.01534023399369797,-0.7524337769761323
-0.01534023399369797,-0.7524337769761323
-0.01534023399369797,-0.7562345794796872
-0.01534023399369797,-0.7562345794796906
-0.01534023399369797,-0.7562345794796906
-0.01465252804678999,-0.7562345794796906
-0.01499638102024351,-0.7562345794796906
-0.01499638102024383,-0.7600353819832436
-0.01534023399369797,-0.7600353819832488
-0.01568408696715196,-0.7600353819832488
-0.01568408696715211,-0.7638361844868037
-0.01568408696715211,-0.7638361844868071
-0.01568408696715211,-0.7638361844868071
-0.0160279399406061,-0.7638361844868071
-0.01602793994060625,-0.7676369869903635
-0.01568408696715242,-0.7676369869903653
-0.01568408696715211,-0.7676369869903653
-0.01568408696715211,-0.7676369869903653
-0.01568408696715211,-0.7714377894939217
-0.01568408696715211,-0.7714377894939235
-0.01534023399369781,-0.7714377894939235
-0.01499638102024383,-0.7714377894939235
-0.01534023399369781,-0.77523859199748
-0.0156840869671518,-0.7752385919974818
-0.01568408696715211,-0.7752385919974818
-0.01602793994060625,-0.7752385919974818
-0.01637179291406024,-0.7752385919974818
-0.01602793994060657,-0.7790393945010365
-0.01637179291405993,-0.77903939450104
-0.01602793994060625,-0.77903939450104
-0.01602793994060625,-0.7828401970045964
-0.01602793994060625,-0.7828401970045982
-0.01602793994060625,-0.7828401970045982
-0.01602793994060625,-0.7828401970045982
-0.01568408696715227,-0.7866409995081547
-0.01602793994060594,-0.7866409995081565
-0.01534023399369891,-0.7866409995081565
-0.01534023399369797,-0.7866409995081565
-0.01568408696715196,-0.7866409995081565
-0.01602793994060594,-0.7904418020117112
-0.01602793994060625,-0.7904418020117147
-0.0163717929140604,-0.794242604515273
-0.01671564588751438,-0.794242604515273
-0.01637179291406055,-0.794242604515273
-0.01671564588751423,-0.794242604515273
-0.0163717929140604,-0.794242604515273
-0.0163717929140604,-0.7980434070188311
-0.01602793994060641,-0.7980434070188311
-0.01602793994060625,-0.7980434070188311
-0.01602793994060625,-0.7980434070188311
-0.01602793994060625,-0.7980434070188311
-0.01602793994060625,-0.8018442095223876
-0.01568408696715242,-0.8018442095223893
-0.01568408696715227,-0.8018442095223893
-0.01602793994060625,-0.8018442095223893
-0.01637179291406024,-0.8018442095223893
-0.01671564588751423,-0.8056450120259442
-0.01671564588751454,-0.8056450120259476
-0.01671564588751454,-0.8056450120259476
-0.01671564588751454,-0.809445814529504
-0.01671564588751454,-0.8094458145295058
-0.01671564588751454,-0.8094458145295058
-0.0163717929140604,-0.8094458145295058
-0.0163717929140604,-0.8132466170330622
-0.0163717929140604,-0.813246617033064
-0.0163717929140604,-0.813246617033064
-0.0163717929140604,-0.813246617033064
-0.01602793994060641,-0.8170474195366205
-0.01602793994060625,-0.8170474195366223
-0.01637179291405993,-0.8170474195366223
-0.0163717929140604,-0.8170474195366223
-0.01671564588751438,-0.8170474195366223
-0.01705949886096837,-0.820848222040177
-0.01705949886096868,-0.8208482220401805
-0.01705949886096868,-0.8208482220401805
-0.01705949886096868,-0.824649024543737
-0.01705949886096868,-0.8246490245437388
-0.01705949886096868,-0.8246490245437388
-0.01671564588751454,-0.8246490245437388
-0.01671564588751454,-0.828449827047297
-0.01671564588751454,-0.828449827047297
-0.01671564588751454,-0.828449827047297
-0.01671564588751454,-0.828449827047297
-0.0163717929140604,-0.828449827047297
-0.0163717929140604,-0.8322506295508534
-0.01671564588751423,-0.8322506295508552
-0.01671564588751454,-0.8322506295508552
-0.01705949886096868,-0.8360514320544135
-0.01705949886096868,-0.8360514320544135
-0.01740335183442251,-0.8360514320544135
-0.01740335183442283,-0.8398522345579664
-0.01740335183442283,-0.8398522345579716
-0.01740335183442283,-0.8398522345579716
-0.017059498860969,-0.8398522345579716
-0.01705949886096868,-0.8398522345579716
-0.01705949886096868,-0.8398522345579716
-0.01705949886096868,-0.8436530370615281
-0.01705949886096868,-0.8436530370615298
-0.01637179291406133,-0.8436530370615298
-0.01671564588751454,-0.8436530370615298
-0.01671564588751454,-0.8436530370615298
-0.01705949886096837,-0.8474538395650847
-0.01740335183442251,-0.8474538395650881
-0.01740335183442283,-0.8474538395650881
-0.01740335183442283,-0.8474538395650881
-0.01774720480787681,-0.8474538395650881
-0.01774720480787697,-0.8512546420686429
-0.01774720480787697,-0.8512546420686463
-0.01740335183442283,-0.8512546420686463
-0.01740335183442283,-0.8512546420686463
-0.01740335183442283,-0.8550554445722011
-0.01740335183442267,-0.8550554445722045
-0.01705949886096868,-0.8550554445722045
-0.01705949886096868,-0.8550554445722045
-0.01671564588751485,-0.8588562470757594
-0.01705949886096822,-0.8588562470757628
-0.01705949886096868,-0.8588562470757628
-0.01740335183442267,-0.8588562470757628
-0.01774720480787666,-0.8588562470757628
-0.01809105778133064,-0.8626570495793158
-0.01774720480787697,-0.862657049579321
-0.01809105778133096,-0.862657049579321
-0.01774720480787728,-0.862657049579321
-0.01774720480787697,-0.8664578520828741
-0.01774720480787697,-0.8664578520828793
-0.01774720480787697,-0.8664578520828793
-0.01740335183442314,-0.8664578520828793
-0.0177472048078765,-0.8702586545864323
-0.01774720480787697,-0.8702586545864375
-0.017059498860969,-0.8702586545864375
-0.01705949886096868,-0.8740594570899922
-0.01740335183442251,-0.8740594570899957
-0.01774720480787697,-0.8740594570899957
-0.01774720480787697,-0.8740594570899957
-0.01809105778133096,-0.8740594570899957
-0.01843491075478495,-0.8778602595935505
-0.01809105778133111,-0.877860259593554
-0.01843491075478526,-0.877860259593554
-0.01809105778133127,-0.877860259593554
-0.01774720480787728,-0.877860259593554
-0.01774720480787697,-0.8816610620971069
-0.01774720480787697,-0.8816610620971121
-0.01774720480787697,-0.8816610620971121
-0.01774720480787697,-0.8854618646006669
-0.01774720480787681,-0.8854618646006703
-0.01740335183442283,-0.8854618646006703
-0.01740335183442283,-0.8854618646006703
-0.01774720480787666,-0.8892626671042252
-0.01809105778133064,-0.8892626671042286
-0.01843491075478526,-0.8892626671042286
-0.01843491075478526,-0.8892626671042286
-0.01843491075478526,-0.8892626671042286
-0.01843491075478526,-0.893063469607785
-0.01843491075478526,-0.8930634696077868
-0.01843491075478526,-0.8930634696077868
-0.01843491075478526,-0.8930634696077868
-0.01809105778133127,-0.8968642721113433
-0.01809105778133111,-0.8968642721113451
-0.01809105778133111,-0.9006650746149015
-0.01809105778133111,-0.9006650746149033
-0.01774720480787713,-0.9006650746149033
-0.01774720480787697,-0.9006650746149033
-0.01774720480787697,-0.9006650746149033
-0.0180910577813308,-0.9006650746149033
-0.0184349107547851,-0.9044658771184597
-0.01877876372823924,-0.9044658771184615
-0.0187787637282394,-0.9044658771184615
-0.0187787637282394,-0.9044658771184615
-0.0187787637282394,-0.9082666796220198
-0.01843491075478541,-0.9082666796220198
-0.01843491075478526,-0.9082666796220198
-0.01843491075478526,-0.9082666796220198
-0.01843491075478526,-0.9120674821255745
-0.01843491075478526,-0.912067482125578
-0.01843491075478526,-0.912067482125578
-0.01809105778133127,-0.9158682846291344
-0.01774720480787728,-0.9158682846291362
-0.01809105778133096,-0.9158682846291362
-0.01843491075478495,-0.9158682846291362
-0.01843491075478526,-0.9158682846291362
-0.01877876372823909,-0.919669087132691
-0.0187787637282394,-0.9196690871326945
