#Digilent WaveForms Oscilloscope Acquisition,,,,,,,,,,,,
#Device Name: Discovery2,,,,,,,,,,,,
#Serial Number: SN:210321AC1D4D,,,,,,,,,,,,
#Date Time: 2020-10-08 19:20:48.847,,,,,,,,,,,,
#Sample rate: 400Hz,,,,,,,,,,,,
#Samples: 8000,,,,,,,,,,,,
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s,,,,,,,,,,,,
#Channel 1: Range: 5 mV/div Offset: 0 V Attenuation: 1 X,,,,,,,,,,,,
#Channel 2: Range: 2 V/div Offset: 0 V Attenuation: 1 X,,,,,,,,,,,,
#Wavegen Channel 1: Running,,,,,,,,,,,,
#Mode: Simple,,,,,,,,,,,,
#Type: Triangle,,,,,,,,,,,,
#Frequency: 200 mHz,,,,,,,,,,,,
#Period: 5 s,,,,,,,,,,,,
#Amplitude: 5 V,,,,,,,,,,,,
#Offset: 0 V,,,,,,,,,,,,
#Symmetry: 50 %,,,,,,,,,,,,
#Phase: 0 ¡Æ,,,,,,,,,,,,
,,,,,,,,,,,,
Time (s),Channel 1 (V),Channel 2 (V),,,,,,,,,,
14.1,0.008729474,3.79712682,,,,,,,,,,
14.1025,0.008385621,3.785724412,,,,,,,,,,
14.105,0.008385621,3.774322005,,,,,,,,,,
14.1075,0.008385621,3.7667204,,,,,,,,,,
14.11,0.008385621,3.755317992,,,,,,,,,,
14.1125,0.008385621,3.747716387,,,,,,,,,,
14.115,0.008385621,3.73631398,,,,,,,,,,
14.1175,0.008385621,3.728712375,,,,,,,,,,2.328722463
14.12,0.008385621,3.717309967,,,,,,,,,,
14.1225,0.008385621,3.709708362,,,,,,,,,,
14.125,0.008385621,3.698305955,,,,,,,,,,
14.1275,0.008385621,3.686903547,,,,,,,,,,
14.13,0.008385621,3.67550114,,,,,,,,,,
14.1325,0.008385621,3.667899535,,,,,,,,,,
14.135,0.008385621,3.656497127,,,,,,,,,,
14.1375,0.008041768,3.648895522,,,,,,,,,,
14.14,0.008041768,3.641293917,,,,,,,,,,
14.1425,0.008041768,3.633692312,,,,,,,,,,
14.145,0.008041768,3.622289905,,,,,,,,,,
14.1475,0.008041768,3.610887497,,,,,,,,,,
14.15,0.008041768,3.603285892,,,,,,,,,,
14.1525,0.008041768,3.591883485,,,,,,,,,,
14.155,0.008041768,3.580481077,,,,,,,,,,
14.1575,0.008041768,3.56907867,,,,,,,,,,
14.16,0.008041768,3.561477065,,,,,,,,,,
14.1625,0.008041768,3.550074657,,,,,,,,,,
14.165,0.008041768,3.53867225,,,,,,,,,,
14.1675,0.008041768,3.531070645,,,,,,,,,,
14.17,0.008041768,3.519668237,,,,,,,,,,
14.1725,0.008041768,3.50826583,,,,,,,,,,
14.175,0.008041768,3.496863422,,,,,,,,,,
14.1775,0.008041768,3.489261817,,,,,,,,,,
14.18,0.007697915,3.477859409,,,,,,,,,,
14.1825,0.008041768,3.470257804,,,,,,,,,,
14.185,0.007697915,3.458855397,,,,,,,,,,
14.1875,0.007697915,3.451253792,,,,,,,,,,
14.19,0.007697915,3.439851384,,,,,,,,,,
14.1925,0.007697915,3.432249779,,,,,,,,,,
14.195,0.007697915,3.420847372,,,,,,,,,,
14.1975,0.007697915,3.409444964,,,,,,,,,,
14.2,0.007697915,3.398042557,,,,,,,,,,
14.2025,0.007697915,3.390440952,,,,,,,,,,
14.205,0.007697915,3.379038544,,,,,,,,,,
14.2075,0.007697915,3.367636137,,,,,,,,,,
14.21,0.007697915,3.356233729,,,,,,,,,,
14.2125,0.007697915,3.348632124,,,,,,,,,,
14.215,0.007697915,3.337229717,,,,,,,,,,
14.2175,0.007354062,3.325827309,,,,,,,,,,
14.22,0.007354062,3.314424902,,,,,,,,,,
14.2225,0.007354062,3.306823297,,,,,,,,,,
14.225,0.007354062,3.295420889,,,,,,,,,,
14.2275,0.007354062,3.284018482,,,,,,,,,,
14.23,0.007354062,3.276416877,,,,,,,,,,
14.2325,0.007354062,3.265014469,,,,,,,,,,
14.235,0.007354062,3.257412864,,,,,,,,,,
14.2375,0.007354062,3.246010457,,,,,,,,,,
14.24,0.007354062,3.238408852,,,,,,,,,,
14.2425,0.007354062,3.227006444,,,,,,,,,,
14.245,0.007354062,3.215604037,,,,,,,,,,
14.2475,0.007354062,3.208002432,,,,,,,,,,
14.25,0.007354062,3.196600024,,,,,,,,,,
14.2525,0.007354062,3.185197617,,,,,,,,,,
14.255,0.007010209,3.177596012,,,,,,,,,,
14.2575,0.007354062,3.166193604,,,,,,,,,,
14.26,0.007354062,3.154791197,,,,,,,,,,
14.2625,0.007010209,3.147189592,,,,,,,,,,
14.265,0.007010209,3.135787184,,,,,,,,,,
14.2675,0.007010209,3.128185579,,,,,,,,,,
14.27,0.007010209,3.116783172,,,,,,,,,,
14.2725,0.007010209,3.109181567,,,,,,,,,,
14.275,0.007010209,3.101579962,,,,,,,,,,
14.2775,0.007010209,3.090177554,,,,,,,,,,
14.28,0.007010209,3.078775147,,,,,,,,,,
14.2825,0.007010209,3.071173542,,,,,,,,,,
14.285,0.007010209,3.059771134,,,,,,,,,,
14.2875,0.006666356,3.048368727,,,,,,,,,,
14.29,0.007010209,3.040767122,,,,,,,,,,
14.2925,0.007010209,3.029364714,,,,,,,,,,
14.295,0.007010209,3.017962307,,,,,,,,,,
14.2975,0.007010209,3.010360702,,,,,,,,,,
14.3,0.006666356,2.998958294,,,,,,,,,,
14.3025,0.006666356,2.987555887,,,,,,,,,,
14.305,0.006666356,2.979954282,,,,,,,,,,
