#Digilent WaveForms Oscilloscope XY
#Device Name: Discovery2
#Serial Number: SN:210321AC1D4D
#Date Time: 2020-10-08 17:41:39.953

Channel 1 (V),Channel 2 (V)
0.007354062254275632,0.752684014432926
0.007010209280821489,0.752684014432926
0.007010209280821333,0.752684014432926
-0.005024644790073675,-0.512983219251964
-0.005368497763527662,-0.512983219251964
-0.005024644790073831,-0.512983219251964
-0.005368497763527505,-0.5167840217555187
-0.005368497763527818,-0.5167840217555222
-0.005368497763527818,-0.5167840217555222
-0.005368497763527818,-0.5167840217555222
-0.005368497763527818,-0.5167840217555222
-0.005712350736981961,-0.5205848242590805
-0.005368497763527974,-0.516784021755524
-0.005712350736981805,-0.5205848242590787
-0.006056203710435791,-0.5243856267626352
-0.006056203710436104,-0.5243856267626387
-0.005712350736981961,-0.5243856267626387
-0.005712350736981961,-0.5243856267626387
-0.005712350736981961,-0.5243856267626387
-0.005368497763528131,-0.5243856267626387
-0.005368497763527818,-0.528186429266197
-0.005368497763527818,-0.528186429266197
-0.005368497763527818,-0.528186429266197
-0.005368497763527818,-0.528186429266197
-0.005368497763527818,-0.528186429266197
-0.005712350736981805,-0.5319872317697534
-0.005712350736981961,-0.5319872317697552
-0.005712350736981961,-0.5319872317697552
-0.005712350736981961,-0.5319872317697552
-0.005712350736981961,-0.5357880342733133
-0.005712350736981961,-0.5357880342733133
-0.006056203710435948,-0.5357880342733133
-0.006056203710436104,-0.5357880342733133
-0.005712350736981961,-0.5357880342733133
-0.005712350736981961,-0.5395888367768699
-0.005712350736981961,-0.5395888367768716
-0.005368497763528131,-0.5395888367768716
-0.005368497763527818,-0.5395888367768716
-0.005712350736981805,-0.5395888367768716
-0.005368497763527974,-0.543389639280428
-0.005368497763527818,-0.5433896392804298
-0.005712350736981961,-0.5433896392804298
-0.005712350736981961,-0.5433896392804298
-0.005712350736981961,-0.5433896392804298
-0.005712350736981961,-0.5433896392804298
-0.005712350736981961,-0.5471904417839846
-0.005712350736981961,-0.547190441783988
-0.005712350736981961,-0.547190441783988
-0.006056203710435948,-0.547190441783988
-0.006056203710436104,-0.5509912442875429
-0.006056203710436104,-0.5509912442875463
-0.005712350736982117,-0.5509912442875463
-0.005712350736981961,-0.5509912442875463
-0.005712350736981961,-0.5509912442875463
-0.005712350736981961,-0.5547920467911045
-0.005712350736981961,-0.5547920467911045
-0.005712350736981961,-0.5547920467911045
-0.005712350736981961,-0.5547920467911045
-0.005712350736981961,-0.5585928492946628
-0.005712350736981961,-0.5585928492946628
-0.005712350736981961,-0.5585928492946628
-0.005712350736981961,-0.5585928492946628
-0.006056203710435791,-0.5585928492946628
-0.006056203710436104,-0.562393651798221
-0.006056203710436104,-0.562393651798221
-0.006400056683890092,-0.562393651798221
-0.006400056683890248,-0.562393651798221
-0.006056203710436104,-0.5661944543017792
-0.006056203710436104,-0.5661944543017792
-0.006056203710436104,-0.5661944543017792
-0.005712350736982274,-0.5661944543017792
-0.005712350736981961,-0.5661944543017792
-0.005712350736981961,-0.5661944543017792
-0.005712350736981961,-0.5699952568053357
-0.005712350736981961,-0.5699952568053375
-0.006056203710435791,-0.5699952568053375
-0.006056203710436104,-0.5699952568053375
-0.006056203710436104,-0.5699952568053375
-0.006056203710436104,-0.5737960593088939
-0.006056203710436104,-0.5737960593088957
-0.006056203710436104,-0.5737960593088957
-0.006056203710436104,-0.5737960593088957
-0.006400056683890092,-0.5737960593088957
-0.006400056683890248,-0.5737960593088957
-0.006400056683890248,-0.5737960593088957
-0.006056203710436261,-0.5775968618124521
-0.006056203710436104,-0.5775968618124538
-0.006056203710436104,-0.5775968618124538
-0.006056203710436104,-0.5813976643160087
-0.006056203710436104,-0.5813976643160121
-0.005712350736982117,-0.5813976643160121
-0.005712350736981961,-0.5813976643160121
-0.006056203710435791,-0.5851984668195669
-0.006056203710436104,-0.5851984668195703
-0.006056203710436104,-0.5851984668195703
-0.006056203710436104,-0.5851984668195703
-0.006056203710436104,-0.5851984668195703
-0.006400056683890248,-0.5851984668195703
-0.006400056683890248,-0.5889992693231269
-0.006400056683890248,-0.5889992693231286
-0.006400056683890248,-0.5889992693231286
-0.006400056683890248,-0.5889992693231286
-0.006400056683890248,-0.5889992693231286
-0.006056203710436261,-0.5889992693231286
-0.006056203710436104,-0.592800071826685
-0.006056203710436104,-0.5928000718266868
-0.006056203710436104,-0.5928000718266868
-0.006056203710436104,-0.5928000718266868
-0.006056203710436104,-0.5966008743302432
-0.006400056683889935,-0.596600874330245
-0.006400056683890248,-0.596600874330245
-0.006400056683890248,-0.596600874330245
-0.006400056683890248,-0.596600874330245
-0.006400056683890248,-0.596600874330245
-0.006400056683890248,-0.6004016768338033
-0.006400056683890248,-0.6004016768338033
-0.006400056683890248,-0.6004016768338033
-0.006743909657344235,-0.6004016768338033
-0.006400056683890561,-0.604202479337358
-0.006400056683890248,-0.6042024793373615
-0.006400056683890248,-0.6042024793373615
-0.006400056683890248,-0.6042024793373615
-0.006056203710436418,-0.6042024793373615
-0.006056203710436104,-0.6080032818409197
-0.006056203710436104,-0.6080032818409197
-0.006056203710436104,-0.6080032818409197
-0.006400056683889935,-0.6080032818409197
-0.006400056683890248,-0.6080032818409197
-0.006400056683890248,-0.6118040843444762
-0.006400056683890248,-0.611804084344478
-0.006400056683890248,-0.611804084344478
-0.006400056683890248,-0.611804084344478
-0.006400056683890248,-0.6156048868480362
-0.006743909657344235,-0.6156048868480362
-0.006743909657344391,-0.6156048868480362
-0.006743909657344391,-0.6156048868480362
-0.006400056683890248,-0.6156048868480362
-0.006400056683890248,-0.6156048868480362
-0.006400056683890248,-0.6194056893515926
-0.006400056683890248,-0.6194056893515943
-0.006056203710436104,-0.6194056893515943
-0.006400056683890092,-0.6194056893515943
-0.006400056683890248,-0.6194056893515943
-0.006400056683890248,-0.6232064918551492
-0.006400056683890248,-0.6232064918551526
-0.006743909657344235,-0.6270072943587091
-0.006743909657344391,-0.6270072943587108
-0.006743909657344391,-0.6270072943587108
-0.006743909657344391,-0.6270072943587108
-0.006743909657344391,-0.6308080968622691
-0.006743909657344391,-0.6308080968622691
-0.007087762630798378,-0.6308080968622691
-0.006743909657344704,-0.6308080968622691
-0.006743909657344391,-0.6308080968622691
-0.006743909657344391,-0.6308080968622691
-0.006400056683890404,-0.6346088993658255
-0.006400056683890248,-0.6346088993658273
-0.006400056683890248,-0.6346088993658273
-0.006400056683890248,-0.6346088993658273
