#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AC1D4D
#Date Time: 2020-12-03 16:48:27.898
#Sample rate: 1.5873e+06Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 2 V/div Offset: 0 V Attenuation: 1 X
#Channel 2: Range: 2 V/div Offset: 0 V Attenuation: 1 X
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Triangle
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 1 V
#Offset: 2.5 V
#Symmetry: 50 %
#Phase: 0 ¡Æ
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Time (s),Channel 1 (V),Channel 2 (V)
0.44160102,3.408353694995686,2.245016171542304
0.44160165,3.472337134571449,2.245016171542272
0.44160228,3.53632057414717,2.241238078081715
0.44160291,3.596540281983181,2.241238078081616
0.44160354,3.656759989819368,2.233681891160535
0.44160417,3.728270892874595,2.233681891160535
0.4416048,3.796018064190185,2.233681891160381
0.44160543,3.867528967245278,2.226125704239271
0.44160606,3.931512406821323,2.222347610778767
0.44160669,4.006787041616234,2.222347610778767
0.44160732,4.078297944671387,2.222347610778656
0.44160795,4.14604511598666,2.218569517318177
0.44160858,4.206264823822287,2.218569517318177
0.44160921,4.255193336437951,2.21856951731804
0.44160984,4.274011995136418,2.214791423857145
0.44161047,4.285303190355203,2.203457143475819
0.4416111,4.285303190355368,2.203457143475819
0.44161173,4.289066922094786,2.203457143475819
0.44161236,4.296594385574129,2.195900956554942
0.44161299,4.28906692209523,2.199679050015086
0.44161362,4.285303190355337,2.199679050015229
0.44161425,4.285303190355203,2.192122863094301
0.44161488,4.289066922094831,2.19212286309405
0.44161551,4.289066922094945,2.184566676173084
0.44161614,4.289066922094945,2.184566676172871
0.44161677,4.285303190355292,2.184566676172871
0.4416174,4.285303190355203,2.184566676172871
0.44161803,4.285303190355203,2.177010489251836
0.44161866,4.285303190355203,2.173232395791165
0.44161929,4.281539458615517,2.173232395791102
0.44161992,4.277775726875765,2.169454302330559
0.44162055,4.277775726875719,2.173232395791066
0.44162118,4.277775726875719,2.165676208869978
0.44162181,4.274011995135996,2.165676208869923
0.44162244,4.277775726875708,2.161898115409344
0.44162307,4.277775726875719,2.165676208869921
0.4416237,4.277775726875726,2.158120021948737
0.44162433,4.281539458615446,2.154341928488154
0.44162496,4.277775726875719,2.15434192848813
0.44162559,4.277775726875686,2.150563835027532
0.44162622,4.274011995136018,2.146785741566933
0.44162685,4.277775726875667,2.143007648106385
0.44162748,4.274011995135917,2.143007648106385
0.44162811,4.270248263396303,2.143007648106316
0.44162874,4.274011995135977,2.139229554645641
0.44162937,4.274011995135977,2.131673367724616
0.44163,4.274011995135977,2.131673367724522
0.44163063,4.274011995135874,2.127895274263924
0.44163126,4.270248263396235,2.124117180803326
0.44163189,4.270248263396355,2.120339087342848
0.44163252,4.274011995135847,2.120339087342848
0.44163315,4.270248263396235,2.120339087342848
0.44163378,4.270248263396235,2.120339087342848
0.44163441,4.270248263396235,2.120339087342535
0.44163504,4.270248263396071,2.112782900421503
0.44163567,4.266484531656651,2.109004806961239
0.4416363,4.270248263396084,2.101448620040202
0.44163693,4.270248263396235,2.097670526579451
0.44163756,4.270248263396235,2.093892433118853
0.44163819,4.262720799916996,2.093892433118721
0.44163882,4.266484531656378,2.093892433118721
0.44163945,4.258957068177221,2.093892433118721
0.44164008,4.255193336437364,2.090114339658229
0.44164071,4.262720799916573,2.08633624619763
0.44164134,4.266484531656412,2.082558152737032
0.44164197,4.258957068177152,2.078780059276434
0.4416426,4.258957068177009,2.078780059276362
0.44164323,4.258957068177009,2.075001965815826
0.44164386,4.25519333643731,2.071223872355227
0.44164449,4.251429604697559,2.071223872355183
0.44164512,4.255193336437238,2.067445778894621
0.44164575,4.255193336437266,2.067445778894593
0.44164638,4.255193336437266,2.067445778894593
