#Digilent WaveForms Scope FFT
#Device Name: Discovery2
#Serial Number: SN:210321AC1D4D
#Date Time: 2020-12-07 16:08:38.547

Frequency (Hz),Channel 1 (dBV),Channel 2 (dBV)
1.204,-51.07925563082751,-91.80478298175485
1.206,-49.88015381059731,-94.39192337986796
1.208,-49.20541054437372,-89.87352930964738
1.21,-48.98339055331306,-88.53695025697901
1.212,-49.18178003107062,-88.75079360489714
1.214,-49.83737913722962,-85.87279635038311
1.216,-51.71242932829646,-85.69551574404807
1.218,-53.22295512734036,-87.18372252751917
1.22,-55.06957828596014,-89.06935498545897
1.222,-55.94492198479256,-90.2934548652434
1.224,-55.10601653152352,-90.20308917982588
1.226,-53.27993298710992,-89.35225997925292
1.228,-51.34099820826781,-90.39072331843627
1.23,-49.61975730805599,-83.71790462683697
1.232,-48.47841400554098,-81.10703419234027
1.234,-47.84886405487548,-80.09071484082169
1.236,-47.56562835819877,-78.54427464324655
1.238,-47.70449130025669,-79.23465693920187
1.24,-48.65188986240653,-83.29652973840035
1.242,-49.70197332075175,-90.81202945445973
1.244,-51.46886821068099,-96.75871319014382
1.246,-54.03022443508589,-84.01676865538465
1.248,-57.36387310465263,-80.0997327250854
1.25,-61.56094928073987,-80.13047936173407
1.252,-67.0840041259511,-82.99953587876698
1.254,-68.54131117996859,-85.77003304172074
1.256,-68.07030104058244,-86.36677930793338
1.258,-67.84132480884016,-86.1631945253354
1.26,-68.39298068113847,-83.58732488640885
1.262,-64.28747109501029,-81.44732415744045
1.264,-63.48995303727005,-81.31829701933373
1.266,-61.63510209180355,-82.54913390132366
1.268,-59.72025186276205,-85.49493135479779
1.27,-57.68298131433956,-89.73867098241212
1.272,-57.03458980375974,-89.35656554579909
1.274,-56.47293199334019,-85.64662034599363
1.276,-56.30845692133803,-83.12103865879514
1.278,-56.46074425663593,-84.59374417475102
1.28,-56.92388781522786,-90.25675555752017
1.282,-56.70193145115149,-95.81206475972041
1.284,-57.3134767483112,-89.00442998482781
1.286,-58.09439263967947,-84.53766363415775
1.288,-59.51879512285998,-83.08642149450586
1.29,-60.94300184396882,-82.74346088820315
1.292,-64.71271376148331,-82.98636662984532
1.294,-73.94863639445683,-86.57133445384582
1.296,-79.10548447779595,-92.49356672329171
1.298,-71.01742558056631,-99.07623105909951
1.3,-65.41479641273567,-100.019933359947
1.302,-65.78174345866115,-100.088510759439
1.304,-66.38802765669152,-100.5985448975323
1.306,-69.00742238266032,-91.96427487028024
1.308,-69.48315529877971,-86.71916146850634
1.31,-64.5983078744532,-85.12904613769004
1.312,-61.09447415799097,-85.36368388886027
1.314,-59.66050623798903,-86.18498565865681
1.316,-59.27694850974818,-88.25347546253205
1.318,-61.12529341710601,-92.49507993595199
1.32,-64.46354558911543,-90.42462921275366
1.322,-66.79037269155654,-90.72602490026546
1.324,-63.78682793100019,-102.4345080257843
1.326,-59.12993082119553,-100.2012269740088
1.328,-56.45738412423525,-93.0452253428693
1.33,-54.827791391665,-95.32527090185192
1.332,-53.55079660665243,-101.8722111319374
1.334,-52.87306471924295,-105.3865090260189
1.336,-53.11558285517916,-96.69939877868593
1.338,-52.80784808149861,-87.7375747225756
1.34,-53.12677880424093,-84.47998972185232
1.342,-53.8641305244641,-83.88245175568072
1.344,-54.70786637743996,-83.89654593925906
1.346,-55.52131763798934,-85.10520434369262
1.348,-56.40034921045625,-90.48280112228301
1.35,-56.59549173736188,-96.67352449843321
1.352,-56.97431444832372,-88.83597659028536
1.354,-56.57642245624015,-86.72857819676175
1.356,-56.58754559412741,-87.60045226830647
1.358,-56.74324251534478,-84.33555203066493
1.36,-57.36805360362953,-83.08618929411324
1.362,-58.30923254730897,-84.76462721057318
1.364,-60.44143141725677,-85.74262134085245
1.366,-61.21077720472784,-89.58073278161839
1.368,-63.53993383225618,-99.33207067349529
1.37,-65.21622794310491,-92.60673316868859
1.372,-66.3659937737354,-88.22081079918588
1.374,-66.85721051354744,-84.9174153485537
1.376,-66.58349660256076,-84.19144089782421
1.378,-62.47735098198278,-82.65040631407194
1.38,-61.94703150053843,-82.62838280124093
1.382,-62.34093027979349,-83.62286283100477
1.384,-62.1656410086438,-83.93040210172347
1.386,-62.12671480691846,-85.6231748418241
1.388,-62.58513540518216,-89.61742160287577
1.39,-62.66598199158111,-91.70421515919327
1.392,-64.02835682477117,-91.37921250683451
1.394,-65.49478630032479,-90.07319378548372
1.396,-67.21970965175754,-87.83823391553295
1.398,-67.19843927917285,-83.29724920065794
1.4,-67.89671752758103,-83.09292972342831
1.402,-66.9635474499128,-86.53739352539206
1.404,-65.237521540846,-96.81880239306975
1.406,-64.98244051902907,-91.60128883030566
1.408,-66.76260945949396,-86.9413805646989
1.41,-69.98848719795645,-85.39138936632199
1.412,-69.46833970627827,-84.61424214280427
1.414,-64.70864310867412,-84.9564763363062
1.416,-61.07600088506033,-85.61097115708847
1.418,-58.37789956213958,-86.30532576531317
1.42,-56.72684084028841,-85.75279817644966
1.422,-56.26217829247963,-84.20351509523385
1.424,-56.46126753397471,-84.3114889662391
1.426,-56.70338213884659,-83.98634820600677
1.428,-57.84137746383067,-84.39828023044504
1.43,-59.96010983957841,-86.30156796966344
1.432,-61.77419010592586,-87.0314641080811
1.434,-64.89957046254057,-89.85691334388987
1.436,-70.78987249100469,-97.5141320707997
1.438,-72.08754380459661,-94.4872229500744
1.44,-71.22252273832592,-94.38437601178759
1.442,-69.56397241398571,-90.70148473675829
1.444,-69.60006849043047,-85.34751648632982
1.446,-69.75768720303482,-84.84652573263899
1.448,-71.09471211183025,-86.20460674976071
1.45,-74.53862415227115,-87.53011549718708
1.452,-74.76579134162053,-91.61947035690378
1.454,-75.46326004214515,-95.2987738040933
1.456,-75.20930938549527,-91.5459044383357
1.458,-70.98861385386958,-90.03227466086015
1.46,-70.65708976693411,-95.25363107145716
1.462,-67.96557243732289,-98.76825251271632
1.464,-66.6782171278775,-88.75061479594513
1.466,-65.41481991970115,-88.02886613368076
1.468,-65.38341395666231,-90.64376624586494
1.47,-64.26985908617223,-98.86627593440778
1.472,-63.6507887052667,-95.5694788379208
1.474,-62.06093479807883,-90.76684176126334
1.476,-61.16562288377024,-87.25900050097275
1.478,-60.14263205724235,-85.53563855491326
1.48,-60.12541540708114,-85.14338522416453
1.482,-59.62347396834701,-89.15061981945207
1.484,-60.533098954401,-103.8447912539222
1.486,-61.82006686972575,-96.97122665718413
1.488,-63.13060411994332,-93.17873021099714
1.49,-64.53408116702667,-92.1404677586338
1.492,-65.03024891247247,-86.11668862356649
1.494,-64.84213687238176,-82.41602670265893
1.496,-66.96214858677773,-81.24128391000897
1.498,-62.99254321831724,-80.82130457305985
1.5,-60.68684225958438,-82.00461734668121
1.502,-62.4893938258231,-83.41425870052805
1.504,-63.71874714821678,-82.85281918187714
1.506,-63.15147455080394,-81.93816098660994
1.508,-65.71812749566335,-82.22796815210673
1.51,-67.73064932781392,-81.48998595380479
1.512,-74.34692025215065,-80.38134418945421
1.514,-91.43845478334299,-80.58121837521719
1.516,-74.85845948826315,-81.39996389836874
1.518,-72.26491583115829,-85.23022440840948
1.52,-69.92818565692696,-94.20710201816475
1.522,-67.73527885555241,-91.68500339491547
1.524,-66.04761900743486,-89.09503447924266
1.526,-64.52398445840176,-87.46901390085796
1.528,-62.63790832603036,-85.05287907351186
1.53,-61.40471011629741,-81.65183840180353
1.532,-62.43021882551449,-79.53384623747408
1.534,-63.07082279429376,-78.68026829434082
1.536,-64.35061966229506,-79.09396762450434
1.538,-64.23371339597063,-80.24530960231381
1.54,-63.21274557371376,-82.36757140381343
1.542,-62.09303543103904,-86.15151528703566
1.544,-61.0260529630016,-92.62918127382585
1.546,-60.88106295657434,-100.6683270203564
1.548,-60.76540598491432,-97.66261214645469
1.55,-60.84290679902104,-93.95041755608879
1.552,-60.95901231980334,-90.08501723329204
1.554,-61.96343124239129,-91.08390694888138
1.556,-61.72341831503849,-95.97626134829264
1.558,-63.0255370251585,-93.24620581484652
1.56,-65.38146176772062,-90.46061541966614
1.562,-69.09348711940994,-87.23952456693883
1.564,-74.99242596804726,-84.97349896941087
1.566,-90.32726779028609,-83.25383793905516
1.568,-77.69793269266168,-83.77434347664553
1.57,-73.05707278982067,-86.05507875429339
1.572,-73.52586845207479,-88.41978606490764
1.574,-75.89465503901752,-88.55640935008039
1.576,-84.44893200964836,-85.52662215238092
1.578,-104.3555297416191,-83.10363814648431
1.58,-79.11162098545583,-82.88148393215243
1.582,-77.02603281314212,-84.04079496034521
1.584,-73.19851791191843,-86.15966566740212
1.586,-69.38893485101994,-88.24488792339837
1.588,-67.75500340117601,-86.63863414418849
1.59,-66.81392800675479,-85.20462669170529
1.592,-66.94012247284394,-86.13057498078562
1.594,-67.59410768330326,-86.83729107227794
1.596,-69.92318633956303,-85.74359825900324
1.598,-71.7170659041591,-84.33687306265625
1.6,-75.39239147806006,-82.75037360297179
1.602,-74.92784995565169,-82.69233480485391
1.604,-78.42744061772309,-85.17275806405843
1.606,-78.75099499029169,-88.19190167699674
1.608,-77.41981902348718,-93.97595197986729
1.61,-73.65169263435072,-107.4392133006046
1.612,-72.12296319251321,-97.4695553494209
1.614,-70.78476493405681,-92.9235079094727
1.616,-69.84213124918617,-92.78386848447917
1.618,-68.57630561817912,-93.02563826905038
1.62,-67.02718401251096,-91.94968106937782
1.622,-65.22717095925584,-87.40550357273891
1.624,-63.65831472948447,-86.03103121832805
1.626,-62.35958017829739,-85.98540024509239
1.628,-61.76683276806088,-84.68442289165728
1.63,-61.23592773139329,-83.46484015950635
1.632,-61.48038301654444,-83.19102749067542
1.634,-61.59264381832983,-83.4261108536744
1.636,-61.84397209140364,-84.1676938999633
1.638,-61.55077201115595,-87.56017404662589
1.64,-61.78503499587815,-90.13050702592173
1.642,-62.43073992315487,-87.40347993250423
1.644,-64.15420789330996,-85.50179881403011
1.646,-65.27411636330888,-84.21220015228344
1.648,-67.71704824131446,-84.164932372027
1.65,-69.05054992937633,-85.71077747510881
1.652,-72.17830504761602,-89.02661262281897
1.654,-72.57911419558957,-91.04169993703178
1.656,-71.52153586671926,-91.77285216645332
1.658,-70.15761562051983,-95.18652238885424
1.66,-70.28483558140189,-106.1763998011569
1.662,-70.27268451937034,-107.1064652658695
1.664,-72.76592765947805,-97.26322664263972
1.666,-73.57336611847124,-91.62952271557371
1.668,-77.89517672431687,-94.38170890625497
1.67,-76.35026271188119,-97.98617332666174
1.672,-72.60358351209292,-101.2855082616516
1.674,-71.25691357827674,-99.58303187895312
1.676,-71.13235261312862,-99.69956950075232
1.678,-68.60735197988507,-104.4824354485565
1.68,-66.98288188482726,-93.40246227964927
1.682,-64.95517843022103,-85.46550522020993
1.684,-62.96689132881256,-81.96605081213717
1.686,-60.97950279867738,-81.35811141019755
1.688,-60.29586128832081,-81.80497775164577
1.69,-59.24375937149742,-83.05097152229911
1.692,-58.68008793866002,-85.28989975447166
1.694,-58.56998808292023,-85.27953981820593
1.696,-58.63236038569222,-85.27218103491094
1.698,-58.92798330625677,-84.14916033953443
1.7,-59.55652740624672,-82.2529352153806
1.702,-60.32780836828601,-82.05769553795145
1.704,-61.33256638465152,-82.73616717011282
1.706,-61.99895598936097,-83.96302032814425
1.708,-61.91948752464062,-85.37334122929417
1.71,-62.07866511092025,-86.56600252968984
1.712,-62.23185512562971,-88.6568113353801
1.714,-63.67689726561907,-90.60984228504275
1.716,-65.29404200781522,-87.95453163356166
1.718,-67.01739350571259,-86.26686863790553
1.72,-67.05431020814552,-85.80050586343603
1.722,-68.07412521201231,-85.8345539133059
1.724,-70.48142608225665,-89.96905424402946
1.726,-74.06553357889904,-91.23629183000708
1.728,-73.14365648149229,-89.78519703205828
1.73,-67.45819776920582,-90.88260413960651
1.732,-64.8475636132016,-87.60777961875891
1.734,-63.44623236707689,-85.24146475222352
1.736,-62.99331796159418,-85.1547326247219
1.738,-63.26124705563154,-84.93886979016396
1.74,-64.08268228237925,-84.11885344146852
1.742,-63.85954573673901,-84.33470421708418
1.744,-63.57962517900638,-85.01871672733783
1.746,-62.2496835452658,-84.43782046536668
1.748,-61.57520293020445,-83.31852847535872
1.75,-61.09412383982,-83.81224205922321
1.752,-60.89967533997191,-85.49888445636046
1.754,-61.23323594948214,-86.61991179506317
1.756,-62.00385666442591,-85.74265592788102
1.758,-63.22284112132951,-84.30182407323927
1.76,-64.69337662208882,-83.86391951906074
1.762,-66.34057588089114,-85.53283078445358
1.764,-66.22281913130502,-92.59475776131788
1.766,-65.77095541210139,-110.7126881777614
1.768,-64.50326706799422,-96.18196942363484
1.77,-64.36798347426202,-93.03641011373051
1.772,-63.73426974275846,-90.66985856903243
1.774,-62.69121874582719,-89.00475785291535
1.776,-61.62791451549856,-86.48460058127949
1.778,-60.34652847152298,-84.76583221262244
1.78,-59.52017367969535,-84.88730976807865
1.782,-59.27268968520138,-84.37779786625751
1.784,-59.15880172955256,-84.35629266608672
1.786,-58.6398829849475,-86.37774086311423
1.788,-59.35904694086724,-87.4649403192191
1.79,-60.29474287477238,-89.66351053238056
1.792,-61.73505131032673,-98.19483320233996
1.794,-62.26871801215534,-107.8471214185443
1.796,-61.48395337848004,-96.21351717654437
1.798,-59.97059331692618,-90.64497020643131
1.8,-58.70535327307115,-89.4948989301555
1.802,-57.8456674408843,-88.95088486397827
1.804,-56.93297889978795,-91.77292551878666
1.806,-56.90717360261667,-100.6527608579198
1.808,-56.65437237807011,-95.7383882002346
1.81,-56.92445395182966,-90.22018197758925
1.812,-57.26357118583596,-88.48506394189997
1.814,-57.56714515779804,-87.67968308503566
1.816,-57.9836939497746,-86.96201106828006
1.818,-59.01907797229227,-89.37641839757653
1.82,-59.90343841894042,-94.50764510488141
1.822,-60.97097393142349,-99.41790819716067
1.824,-61.71574269054438,-94.45436810010138
1.826,-61.42549891807302,-93.93122323412102
1.828,-60.90422534907424,-96.01422298542457
1.83,-60.11367665806365,-100.5771473123331
1.832,-59.65343115096268,-104.8078673779794
1.834,-59.13247616887907,-102.8754856408003
1.836,-59.22429595758836,-91.71682740131311
1.838,-59.20495284787674,-86.40478853008085
1.84,-59.14301210250593,-84.47719449878052
1.842,-58.83085242836208,-83.20671563952001
1.844,-59.23043028857499,-81.56186249901279
1.846,-59.62241611808145,-80.7026962181487
1.848,-60.69012546349018,-80.56567303346637
1.85,-62.21412103464833,-81.20161378421406
1.852,-63.00967956017085,-83.36919814103854
1.854,-63.60497303790655,-89.91777623469018
1.856,-63.78275689785472,-99.69567359620493
1.858,-63.73371496135664,-88.23291370000995
1.86,-62.72279835392545,-85.38055663347956
1.862,-62.76992397861079,-84.15563099368742
1.864,-62.54200791721683,-86.3030740759277
1.866,-63.06687223765066,-94.25988810553206
1.868,-63.19101528953567,-108.9982137442657
1.87,-64.88333888531787,-97.73226871513782
1.872,-67.02953680928341,-90.02125235728334
1.874,-70.89610197682588,-89.70915573604991
1.876,-82.2836856561922,-90.16554568409146
1.878,-74.50014268842743,-90.35800865547925
1.88,-69.83080234477414,-91.07916063299292
1.882,-66.30269788127718,-94.29824449194088
1.884,-64.87702226581601,-95.19168706683448
1.886,-64.1217142288024,-87.58854839860723
1.888,-64.25564139519805,-84.83531554235796
1.89,-64.21102324991901,-82.51691390331277
1.892,-66.0200155632814,-83.83095477204381
1.894,-67.47316585662095,-88.81535185349433
1.896,-69.42550503931997,-95.62737566902386
1.898,-71.55628045998662,-86.31058662231943
1.9,-75.31539533189434,-83.66019903760599
1.902,-77.2660107836949,-83.15123478399761
1.904,-79.31820311941387,-83.91759881144779
1.906,-76.07707615041153,-87.27986405995134
1.908,-70.55906236634181,-87.77820303704262
1.91,-68.19238941055362,-84.79136397665604
1.912,-66.22860056484753,-82.34967525623391
1.914,-67.04432908783801,-80.66431698148121
1.916,-68.22490876170748,-80.9249003138369
1.918,-70.4416268917238,-84.46156879963019
1.92,-71.30317306023943,-94.56854150042309
1.922,-70.36798454498202,-91.34845497684313
1.924,-68.76751212290364,-87.84242438867315
1.926,-68.60759305160228,-89.70131509191839
1.928,-69.00198303527213,-96.5685436074456
1.93,-69.36754968504398,-94.18384904841568
1.932,-70.22728233321212,-90.51656535839327
1.934,-73.02062920238727,-88.76432196766785
1.936,-77.8958436735327,-86.98766904326176
1.938,-85.67088683118652,-85.65873915106792
1.94,-77.45960242817999,-84.33665372458989
1.942,-70.01877457483374,-83.82454421555651
1.944,-66.34296404843118,-83.41233702972383
1.946,-63.53887868274818,-84.1376457809185
1.948,-62.04585071562231,-87.39183270522483
1.95,-61.22245739318657,-92.73523032367848
1.952,-61.05455660787487,-109.7901886066098
1.954,-61.65794495775225,-93.58006587338178
1.956,-62.86906033605237,-93.82564227162062
1.958,-64.13588715503737,-93.55955076096116
1.96,-66.9493202902988,-91.42748963648936
1.962,-68.52298414374285,-87.87934055310622
1.964,-71.1776264863863,-85.87123185777712
1.966,-72.40805832281896,-84.97877908520293
1.968,-75.89110529348933,-85.93342752822559
1.97,-77.39308143506254,-88.72179591607795
1.972,-74.73703853248534,-88.43823729775649
1.974,-73.118859667875,-88.76858971224577
1.976,-69.96131183949369,-89.28287434205556
1.978,-68.15910564819484,-89.97401220425287
1.98,-67.49222641785906,-90.07515885285464
1.982,-66.78565362971568,-94.84141599087638
1.984,-64.52084101774253,-104.5200659718624
1.986,-64.18102042990429,-106.8512584372839
1.988,-62.87840138371183,-99.69678843240806
1.99,-61.8341538777386,-94.86386546106125
1.992,-62.25171963692164,-94.67685069256859
1.994,-62.41427305490221,-94.62265861330582
1.996,-64.7365909214649,-87.85706625160792
1.998,-65.55242986330026,-84.00542000555659
2,-66.54158792190717,-82.76636280642384
2.002,-73.4467956759422,-83.92083240397272
2.004,-76.32971705534628,-86.67591973319466
2.006,-74.50798916007828,-88.05223954176233
2.008,-69.87962480747647,-88.53343624324845
2.01,-67.3725197924534,-92.70469845076224
2.012,-63.74072900805985,-97.94350890679712
2.014,-62.44679312178572,-95.13000466858739
2.016,-61.70126384847794,-90.42922638052528
2.018,-62.0931863293095,-87.40104616815233
2.02,-63.1867762023688,-85.60373253582245
2.022,-66.87098887607044,-85.27471272077264
2.024,-74.09995737679826,-85.48732760305572
2.026,-77.9339388138047,-85.60099913131224
2.028,-68.63824440342654,-87.72041840288006
2.03,-64.13222887597722,-91.66744862852305
2.032,-61.91748784522078,-92.48509626997759
2.034,-61.40447584794479,-89.24492260978381
2.036,-61.52060393612901,-89.08699672807442
2.038,-61.17426530948252,-91.05634956354092
2.04,-61.38501607021443,-92.05183314177833
2.042,-60.66116162804857,-92.73316546873964
2.044,-59.82384880463751,-93.90271178042298
2.046,-59.075849248499,-91.50801150707215
2.048,-58.9964951523271,-88.15440432477209
2.05,-59.45312455240788,-88.45519279036401
2.052,-60.27522454838733,-89.68053953896955
2.054,-61.83453444088333,-92.63437956096654
2.056,-63.52635078010502,-97.01501058959812
2.058,-65.86542061935786,-91.38887055464046
2.06,-67.96023199208592,-89.11327551594526
2.062,-70.25123592267308,-85.5668308271499
2.064,-73.95878624775722,-83.54919284369758
2.066,-74.81581846834024,-84.02547078315608
2.068,-72.84819971049157,-87.42584979960505
2.07,-69.08415471692672,-91.11971216917638
2.072,-66.40892430235191,-91.1127113446648
2.074,-64.5653409323174,-90.12523606518052
2.076,-63.59252137072737,-91.79506886408521
2.078,-61.57199873362465,-99.26935605950631
2.08,-60.46296420644399,-98.25161509609289
2.082,-59.12307206277798,-87.94496911263666
2.084,-57.86257662946969,-84.32606521734178
2.086,-56.91665579122328,-83.59845118612768
2.088,-56.39414165923127,-83.15375355793834
2.09,-56.06245705009744,-83.95561623876009
2.092,-56.04571549649633,-87.96953852470166
2.094,-55.62160482725674,-96.03484605094354
2.096,-55.25215554264031,-97.18501171958476
2.098,-54.65606401701321,-95.95922192491824
2.1,-54.61317131976063,-95.77746924876237
2.102,-55.25683758970823,-91.21865541203468
2.104,-56.63480092779306,-88.52793672409001
2.106,-59.1259117977403,-88.02744440526943
2.108,-63.48199240514436,-87.93413377945798
2.11,-69.49730764849414,-87.06977178244566
2.112,-72.56508472666968,-86.76920181992215
2.114,-70.00742303735667,-86.4415597768878
2.116,-68.46923012613803,-85.06769293638712
2.118,-69.0943238054559,-83.06285442336714
2.12,-69.781182941095,-82.64424487471287
2.122,-72.5050170352749,-85.26649181789922
2.124,-74.34403924151067,-89.44883591948816
2.126,-74.89836723562098,-93.77600063293117
2.128,-71.46616241410891,-90.57227776460482
2.13,-68.24028987934648,-86.52462051592109
2.132,-65.80373757072819,-85.23733098092754
2.134,-63.71681980701297,-86.11021488218819
2.136,-62.32011785478068,-87.01193527807976
2.138,-61.24982929541905,-87.88048492671804
2.14,-61.07283192302486,-90.68378702207025
2.142,-61.84250444801864,-95.97964312541035
2.144,-65.04249991147113,-92.70552393727526
2.146,-72.34327597317504,-88.52945576593558
2.148,-71.82523011057627,-87.2234928922302
2.15,-63.31566489938748,-89.86915919790724
2.152,-59.30103472645095,-94.6921979107282
2.154,-57.29600897546632,-90.56424993374952
2.156,-56.30600886084305,-90.57268171172346
2.158,-56.19819490333875,-92.4176505742124
2.16,-56.34429333260734,-99.20157691123188
2.162,-56.77981462393267,-97.55254722523992
2.164,-57.2988285377447,-91.15025634815132
2.166,-57.99340119816887,-87.03854874856282
2.168,-58.85348028434866,-84.09510058594579
2.17,-60.68300188424703,-83.39205720806241
2.172,-63.40856934905262,-83.75974259360957
2.174,-65.0809067966926,-83.96541909966535
2.176,-64.54835647026042,-84.79924654951064
2.178,-62.88491605348671,-85.49806855375714
2.18,-62.27180559176603,-87.78281600797028
2.182,-62.46491961815189,-94.02524661338074
2.184,-63.47184615879782,-96.25656189672202
2.186,-64.56436597585724,-89.14477194117541
2.188,-66.82900783844246,-85.84722915163687
2.19,-69.7618542067719,-83.74850557406198
2.192,-75.24951517478573,-83.49429294731226
2.194,-71.26173992753691,-85.21750042528492
2.196,-64.4615113507322,-86.35496355625236
2.198,-60.34293157408889,-84.94244025376311
2.2,-58.05614871021079,-84.00929090206481
2.202,-56.85803122367243,-85.03653298450816
2.204,-56.0490335567694,-90.04102200876973
2.206,-56.37628330644935,-95.03247187800557
2.208,-56.97383650301383,-90.05910898782554
2.21,-58.3364746560826,-89.7356844465956
2.212,-59.91430288156976,-91.59055870882248
2.214,-61.69287850480799,-94.38731440073391
2.216,-63.32794121290263,-97.31147174556953
2.218,-64.21300875252082,-104.5501460796593
2.22,-63.88081147614051,-102.133452417624
2.222,-63.38483404002449,-95.11478284640958
2.224,-63.16946301962836,-91.21231493995791
2.226,-63.19772563660305,-91.79273040363037
2.228,-63.65928741263167,-95.54916107240069
2.23,-62.72762214922454,-101.3377651162934
2.232,-62.14598194738316,-96.09046577394359
2.234,-61.57374166594273,-92.6062592788311
2.236,-61.8966931114224,-89.94633955780415
2.238,-63.44408151776167,-86.75065991190809
2.24,-67.15504184164325,-84.78635363948321
2.242,-71.44864139645099,-84.04506676758336
2.244,-69.16054304619652,-84.26080178429137
2.246,-65.58459828497709,-83.86452231737154
2.248,-63.06995255481129,-83.40663253734175
2.25,-61.70421667158982,-85.21076269565762
2.252,-60.66780525267077,-88.24075754079134
2.254,-61.12443829535934,-91.76867093636471
2.256,-61.6710943907621,-93.14119681747908
2.258,-61.10671541583042,-88.04503751635784
2.26,-59.93051533971224,-88.49180969750272
2.262,-59.18532993362015,-93.04241441675342
2.264,-59.29659611812488,-97.22729636753675
2.266,-60.38274209582237,-88.63210011124119
2.268,-63.55528092077193,-83.80963493629066
2.27,-67.86448997686486,-81.91059079596174
2.272,-68.62618485900951,-81.73759530159229
2.274,-64.45976661924887,-83.23601809055573
2.276,-61.72842138954923,-88.60291103539322
2.278,-60.18168342973942,-103.4382333734489
2.28,-59.16219723093398,-97.21640419206159
2.282,-59.13291568146501,-89.95214909584483
2.284,-59.97290830959032,-88.66629640214427
2.286,-61.67456673817401,-91.13665706586394
2.288,-62.86558176555809,-89.14782326010199
2.29,-64.34798200810863,-86.32288144538926
2.292,-65.16737131778069,-85.70715048889353
2.294,-66.83792308611567,-83.63883604735172
2.296,-68.00758665914509,-81.87831280435211
2.298,-68.72942686174133,-82.34528493092306
2.3,-67.47994232052804,-83.83496179520375
2.302,-65.99171728378408,-87.10872903100196
2.304,-63.44662946366769,-88.02573853019106
2.306,-61.52540135816166,-84.33955376797003
2.308,-59.88167519870579,-83.77336195140579
2.31,-59.65456230112504,-84.61658451827539
2.312,-60.01534982614879,-87.22183162687516
2.314,-61.49441978821805,-90.39799483290081
2.316,-63.99622679740767,-91.85758032341916
2.318,-67.71420136243489,-93.60164871220775
2.32,-71.25476519804482,-95.4370421637179
2.322,-72.89941097145352,-102.8514952550411
2.324,-70.41284559639615,-99.08765302781534
2.326,-67.91126724748355,-93.43042343751385
2.328,-66.42042722106315,-89.42987117720605
2.33,-65.64224145525326,-88.05060621273826
2.332,-65.66608809932482,-87.29989373583285
2.334,-65.98995601635205,-86.60494854336477
2.336,-67.74020161316025,-86.9362089552842
2.338,-71.39650764608672,-86.37702916456151
2.34,-77.51637890824612,-85.92615707110171
2.342,-76.77002947662126,-88.74504589237046
2.344,-71.64197068506598,-92.75686934870515
2.346,-67.53644374464101,-94.7703772893705
2.348,-66.43241606398475,-103.1173346409438
2.35,-66.21654377744566,-100.2548678749626
2.352,-67.27079953662101,-94.07524639284587
2.354,-68.94904974953465,-90.4079046804393
2.356,-73.45687289064611,-90.84843101460179
2.358,-77.93857958986136,-95.45696627019014
2.36,-74.52756908223034,-94.72585002291547
2.362,-70.65258942312691,-91.4655000982679
2.364,-67.95831718313623,-90.65541172166445
2.366,-67.46345119568136,-88.78398581299295
2.368,-67.37630482155156,-86.47710458691206
2.37,-69.16551015478868,-88.56083113269852
2.372,-70.32772276841708,-92.5788699389004
2.374,-68.59483350670227,-91.73350240989677
2.376,-66.20973163982605,-89.97000950354911
2.378,-63.67756275007751,-88.89845565086367
2.38,-62.05675151205794,-88.79705352226155
2.382,-61.29357617025485,-88.90981939790912
2.384,-61.40842741576455,-93.63802445985499
2.386,-61.48836980511384,-97.760934107707
2.388,-62.58877050137766,-92.15530638362978
2.39,-64.49566529404775,-90.07990137704694
2.392,-67.72498546442489,-89.54529542487286
2.394,-73.17496117095543,-92.99568148447887
2.396,-96.11979379757733,-93.77435819224081
2.398,-75.99730390337689,-91.36648797663213
2.4,-72.61920400554376,-89.51933737088001
2.402,-71.1300498673685,-87.6628859904234
2.404,-69.18776698442662,-88.05956678471681
2.406,-66.54827865851439,-89.32774592060339
2.408,-64.43513921415196,-89.44653620510168
2.41,-62.42570153659605,-89.58671802291745
2.412,-61.98333441953451,-91.73428232725212
2.414,-62.06434407669225,-95.118376399501
2.416,-62.71192365638999,-90.79726791614422
2.418,-63.04414753979135,-87.93354849453101
2.42,-63.36317217846054,-86.93662378856887
2.422,-62.97673258694523,-86.01197364528906
2.424,-63.05148013315855,-84.84741520871199
2.426,-63.614909613641,-85.382669066321
2.428,-65.95429178348959,-85.92506741325795
2.43,-68.7413850665219,-86.16957757383278
2.432,-73.91052951402651,-89.90534388177878
2.434,-76.8982002594026,-91.38676170126391
2.436,-73.78570695523376,-89.69341991914412
2.438,-70.10621527089609,-85.92117855755019
2.44,-67.2010391859948,-86.02994128852879
2.442,-64.20566842027594,-87.13604928367323
2.444,-62.54872000646489,-87.45580499054734
2.446,-61.52645116859763,-90.84233105121642
2.448,-61.49165281244489,-100.3475777967334
2.45,-61.58903779698676,-93.85434427687876
2.452,-62.35212080436418,-89.50548671107533
2.454,-63.38783876054863,-90.04085714294132
2.456,-65.10704999454866,-87.63704176505678
2.458,-67.43901903534585,-84.84299318241588
2.46,-71.28401730535825,-83.53354857416969
2.462,-75.13675484597258,-85.41956856040292
2.464,-81.07119896475352,-95.91763690671013
2.466,-81.03343059168795,-92.06727979983523
