#Digilent WaveForms Scope FFT
#Device Name: Discovery2
#Serial Number: SN:210321AC1D4D
#Date Time: 2020-12-07 16:08:38.547

Frequency (Hz),Channel 1 (dBV),Channel 2 (dBV)
2.468,-87.89727951543496,-84.97823039830756
2.47,-83.21163358128226,-82.00167492893914
2.472,-79.58326316140051,-82.44223733577373
2.474,-77.53276440448269,-85.11023126021871
2.476,-77.25670115508562,-89.73690217684926
2.478,-76.56091262822743,-104.3864964867351
2.48,-76.13905408273678,-98.49716525613118
2.482,-72.0798501031737,-96.96565548851919
2.484,-69.37424150380454,-99.67298339787126
2.486,-67.1051203393356,-92.54587462150184
2.488,-65.71591524147873,-87.06815365891637
2.49,-64.08349895878462,-84.67518956692513
2.492,-63.22793220872306,-85.86178434008501
2.494,-62.37997839192016,-86.97454106516444
2.496,-62.13228550401717,-87.86197169327727
2.498,-61.67722487946531,-91.58177025661413
2.5,-61.09183110330303,-92.53839972887874
2.502,-61.5778001755058,-94.00687738181092
2.504,-62.06107271850126,-93.73186093724449
2.506,-61.76774349203556,-96.72226563404877
2.508,-62.33861198025616,-108.0102616307435
2.51,-62.72357377526338,-99.72977914627833
2.512,-62.80711795569449,-92.67010249112144
2.514,-62.48876332374407,-92.42381303486161
2.516,-62.37611039788653,-95.38232478621973
2.518,-62.48357563301526,-91.18510687792099
2.52,-63.06344339297078,-89.17568506179364
2.522,-63.55052385923523,-85.87285164168941
2.524,-64.51437857758771,-86.25054605783362
2.526,-65.09010601782424,-89.37558325320154
2.528,-65.46829806350934,-91.12080827229305
2.53,-65.22712868857521,-90.0720383643376
2.532,-64.00698089948708,-86.2619259630535
2.534,-62.60833867379792,-84.65876410575933
2.536,-62.00724624360924,-85.77849630300139
2.538,-61.25562325111449,-88.42401651755246
2.54,-60.91589378438763,-92.18317489049713
2.542,-60.25761658964307,-100.7898397680094
2.544,-59.93774519770767,-98.56536506439917
2.546,-59.71859795922084,-91.9774109221467
2.548,-59.74996911276678,-90.29169980678942
2.55,-59.95958746870546,-91.96498889042756
2.552,-60.9034377282789,-93.74826695284713
2.554,-61.89217225319332,-88.33651170986096
2.556,-63.41158956209391,-86.38527270988678
2.558,-64.99947267119353,-84.28558642535191
2.56,-66.52319871153442,-85.70538405580947
2.562,-66.1938274690239,-89.9939379933496
2.564,-65.41102897252307,-91.08023901006845
2.566,-64.26609667768375,-93.47125692276377
2.568,-63.43838486635131,-109.158063737334
2.57,-62.43865036283183,-103.9200487077743
2.572,-62.34891451509456,-98.74948419959287
2.574,-61.89368668384361,-95.81073696793334
2.576,-61.69666584034072,-92.79123262346428
2.578,-61.36208665667696,-87.27056841598059
2.58,-61.56024102078457,-86.20499954000088
2.582,-61.75502191771766,-85.89189873750882
2.584,-62.03373670171195,-85.6159180563495
2.586,-62.03825539282595,-86.60175937615551
2.588,-62.49510765004422,-87.94998735634852
2.59,-62.99725801138244,-91.02929747310988
2.592,-64.42394164456684,-93.43463446487063
2.594,-66.81421145401754,-92.31486665980761
2.596,-69.31903285659972,-89.344584715434
2.598,-71.17509863980547,-86.64160788184816
2.6,-72.18835984287799,-87.79009952199627
2.602,-70.91361978483782,-90.99437880870946
2.604,-68.34642818998722,-90.13481576139563
2.606,-65.55784358952305,-86.84577701272391
2.608,-63.47158839078374,-86.11612430140271
2.61,-62.09864013193759,-84.8590792024788
2.612,-61.2480016087144,-84.90634086911926
2.614,-60.91765934927164,-88.7573155141724
2.616,-61.3533078337256,-93.70378221048179
2.618,-62.18139851286143,-100.4000290587127
2.62,-63.93885945823223,-104.3230015326651
2.622,-66.64747418328004,-105.313267352132
2.624,-70.95175920409966,-92.56343392909855
2.626,-79.07869648632322,-89.17887527581959
2.628,-78.42058206852121,-88.44601471756729
2.63,-74.39078414281389,-87.31289784501088
2.632,-72.64720164890406,-88.37435227241342
2.634,-73.30582146433142,-89.84160915892497
2.636,-75.95754387510281,-88.80753424628352
2.638,-80.14289293019814,-88.2198449881397
2.64,-77.79888847602854,-87.93065177235331
2.642,-72.57814803141629,-86.8872667377576
2.644,-70.49100735569903,-85.21030378165761
2.646,-68.8099481056703,-84.89702820637005
2.648,-68.66284172929267,-85.81073694208129
2.65,-68.77313054860824,-85.70032461294079
2.652,-69.15882107878443,-85.55326934679545
2.654,-68.94100570396,-87.8062957240264
2.656,-68.20695651502015,-91.36034257081859
2.658,-67.89582382922197,-100.2219790278702
2.66,-68.41910527957423,-100.3135716703401
2.662,-69.40768855379032,-93.29212493487766
2.664,-70.36947793435674,-92.42036834879394
2.666,-72.97977712687791,-93.0503579714379
2.668,-73.33397875541679,-97.63587579871766
2.67,-72.22974264934996,-110.0155813698894
2.672,-71.05945405030657,-109.7034132588031
2.674,-68.72347020694608,-109.053135980799
2.676,-67.25788972068416,-99.54632508187456
2.678,-65.92433613040428,-92.36336675428278
2.68,-65.98215499446299,-92.40634080564706
2.682,-65.87768904934505,-92.77065437755022
2.684,-66.5962648762854,-94.10608899675451
2.686,-67.51845416956074,-97.60806157415391
2.688,-69.12875544011609,-96.59830781851144
2.69,-70.73057605503224,-99.54166162970382
2.692,-72.77997007263386,-94.76974761374613
2.694,-72.73077842577011,-91.67072084699397
2.696,-72.37725186935491,-90.71163805130801
2.698,-69.3259987864873,-90.38903602222541
2.7,-67.59059765358407,-92.59295692994755
2.702,-66.07755014810016,-99.68910738607551
2.704,-65.81687200777951,-119.5805728191232
2.706,-66.14102643827705,-104.4310398613083
2.708,-67.72215139265694,-96.87216111483292
2.71,-69.12205627298098,-94.9786709808852
2.712,-71.61836843125469,-95.89774022565969
2.714,-72.22913918676528,-103.4432567282325
2.716,-69.94952058730752,-97.58505262024349
2.718,-67.87447018763964,-90.676838758557
2.72,-66.42193301903463,-85.74350986368351
2.722,-67.27280928307241,-83.56605756660066
2.724,-68.76031232721071,-82.78993705603904
2.726,-73.51634962553098,-83.74326739303976
2.728,-97.34766463311527,-86.74142232938252
2.73,-72.32746255705372,-94.06966756563575
2.732,-66.7709571974348,-95.62736268604753
2.734,-63.39057843663629,-92.18161694191652
2.736,-61.88087232239428,-95.09685111650074
2.738,-61.10834830345912,-97.51883631049833
2.74,-61.1025979654692,-98.28936613017225
2.742,-61.42051896375303,-95.83194627422087
2.744,-62.33183032073066,-93.35337165713642
2.746,-62.8365312887117,-91.98186776630496
2.748,-63.69330645830249,-87.29866552147548
2.75,-64.38696050492233,-85.24578248040598
2.752,-65.42419309128921,-85.12711809906665
2.754,-66.82254717661975,-84.69044071808969
2.756,-69.83205457340891,-85.12256501225956
2.758,-71.86154665095077,-84.54835378575048
2.76,-74.60243532833505,-83.29172294964198
2.762,-77.44386266793575,-83.31536584826875
2.764,-79.70327764067906,-86.91991195181797
2.766,-78.51022466836292,-91.02356511356422
2.768,-79.21779543712769,-88.44610688654083
2.77,-78.07064438196555,-88.15327689393173
2.772,-78.13622701045368,-93.9266078676043
2.774,-76.35001794770497,-101.3019028845559
2.776,-76.42368221584942,-90.02752340318389
2.778,-74.35821685615372,-87.20866718558612
2.78,-71.85153857321109,-87.76132000245477
2.782,-70.21861471189924,-86.45258028777189
2.784,-68.92070317132846,-85.38267626580065
2.786,-67.86266180841795,-86.83216567995709
2.788,-67.43367954634681,-89.13861396306223
2.79,-67.93321012666627,-90.86924382741819
2.792,-68.52884064857997,-90.21431922177753
2.794,-70.53074572802949,-88.6968805585355
2.796,-74.17459825714295,-87.61693587872145
2.798,-85.85979073351169,-89.52691059931169
2.8,-80.91307706234515,-95.55523642502794
2.802,-72.53978539178274,-104.1802188895292
2.804,-69.13301926707375,-92.76550143819698
2.806,-67.25619519155877,-87.4650716528363
2.808,-66.52621984605636,-86.45878606691737
2.81,-65.23858457253907,-86.71051941448351
2.812,-64.8657754019262,-87.60056892704689
2.814,-64.37232722476648,-90.42812706564952
2.816,-64.62934464866213,-94.88132657456985
2.818,-65.33199664891607,-98.99004837470596
2.82,-67.47064284526562,-98.73965074815709
2.822,-69.36174739163232,-102.7200886076246
2.824,-73.25607912902613,-102.9744846964556
2.826,-77.73399100226844,-101.125611912947
2.828,-83.13810049681626,-97.15715174714973
2.83,-85.36558320686787,-95.15870614280581
2.832,-81.63559487197796,-90.4371066940021
2.834,-76.58113833027876,-86.82459396214054
2.836,-71.16937154706143,-85.22534001620912
2.838,-67.97053444199629,-86.04543530386636
2.84,-65.37798578611439,-89.29704613489106
2.842,-63.63917787985751,-94.39472230474246
2.844,-62.57076653540253,-92.46011042770762
2.846,-62.43374023681405,-88.67086743688449
2.848,-62.57019872873527,-86.51912144619254
2.85,-63.30460331545653,-87.73214414301978
2.852,-64.49395434142812,-91.4207217231347
2.854,-66.21894885024008,-98.97208041036335
2.856,-67.70434049928681,-97.34417028861075
2.858,-68.45322877209938,-93.88351636790946
2.86,-67.93987661653983,-92.39203783373864
2.862,-67.00058393379695,-92.08967930569345
2.864,-66.62096484701487,-90.64785769762361
2.866,-65.7014848788108,-86.31128802054738
2.868,-66.08855365853717,-84.5913808418448
2.87,-66.33632776879836,-85.05016491001264
2.872,-67.21219387881007,-85.50105659115184
2.874,-67.64810643098559,-87.47300494846203
2.876,-68.91996319152534,-92.65374649329091
2.878,-70.00681325848171,-96.2434521994995
2.88,-71.82622814293826,-92.01123627211145
2.882,-72.07908703838311,-87.14300715969702
2.884,-71.79679863643645,-84.62085447445156
2.886,-70.09308853710613,-83.02801084042584
2.888,-69.35345258501444,-84.013606472644
2.89,-67.96819501520636,-87.09611709711636
2.892,-67.44456182245591,-89.19540017530387
2.894,-67.34480726854937,-90.18551480741722
2.896,-68.01669511204112,-91.54857454323022
2.898,-68.5355484958576,-92.04021778472311
2.9,-70.33185897907414,-94.70553550568127
2.902,-72.60069278320141,-94.80480646224215
2.904,-75.76031410402014,-92.28202738809956
2.906,-78.56042805630678,-90.71612183589752
2.908,-82.85955156726706,-91.03089035289915
2.91,-80.76717449856737,-90.85134602613358
2.912,-81.28824443439203,-90.20859326219893
2.914,-78.82953633844765,-91.49379564186719
2.916,-77.62604573983106,-91.34565667879139
2.918,-74.85942544005282,-90.57871715460641
2.92,-73.29357043574701,-90.48697000523853
2.922,-71.52891890967145,-91.23563975441549
2.924,-69.9103790709479,-92.98488134929784
2.926,-68.59090699260564,-99.39576776630402
2.928,-68.33698913324392,-111.807384126824
2.93,-68.19806246703595,-99.07123091538125
2.932,-68.58597224304081,-94.32277835452911
2.934,-68.91349278732469,-93.88449409740804
2.936,-69.66179019165401,-95.33252965001179
2.938,-69.96606935116642,-93.86413645755769
2.94,-71.42566847089191,-94.04551238415755
2.942,-72.99597544490686,-97.05184834780303
2.944,-77.99023581480085,-95.92347036624103
2.946,-82.62864729365054,-95.63453572631103
2.948,-74.75449478454334,-90.38726559667653
2.95,-70.08712165624829,-86.80185651713649
2.952,-66.25802960491448,-86.16999273398663
2.954,-64.63635873743571,-86.144630401428
2.956,-63.36343871833061,-87.55036368106474
2.958,-63.04687396214285,-93.89576840586813
2.96,-63.26790068412998,-95.89264206542724
2.962,-64.32115171499797,-90.13745981425285
2.964,-65.53263895403616,-89.02259936666954
2.966,-67.98149349282356,-91.07009041552372
2.968,-69.954112197684,-95.26572220410904
2.97,-72.60724233988286,-95.2083653741646
2.972,-73.62658494457736,-94.74186985544225
2.974,-71.88091920100669,-100.0707549572974
2.976,-71.56312638523437,-93.4729625027481
2.978,-69.47385423365824,-88.08331945105103
2.98,-68.70623606338683,-86.35966868335552
2.982,-68.42501401811384,-86.96730554337832
2.984,-69.07157226838919,-88.68408506472333
2.986,-70.35527772123966,-91.22779176248909
2.988,-74.04029987955529,-95.78622061325959
2.99,-80.39560798724453,-94.06252867500083
2.992,-81.5883096144706,-88.7228228229894
2.994,-72.53826939860527,-90.20339235174634
2.996,-68.04563016751669,-98.13170186212959
2.998,-66.13074742084035,-91.89832860665838
3,-64.4581756938514,-102.9129924962601
3.002,-63.93805601878127,-99.23699526940646
3.004,-64.31488239494576,-88.050212474159
3.006,-65.03189482983163,-85.24978361770329
3.008,-65.9106874040086,-88.51517987558782
3.01,-67.86342886159571,-88.21853992533596
3.012,-69.23299642443833,-89.7541529495919
3.014,-70.24357057550672,-90.91082183395061
3.016,-70.87277356225859,-86.68640417787998
3.018,-69.9834711512227,-84.11670709611214
3.02,-69.31093247541922,-83.91599752524169
3.022,-67.79086199896726,-84.03620838423734
3.024,-66.82450978561049,-84.9044883258714
3.026,-65.57091623060606,-86.871668602258
3.028,-65.00506623596425,-86.26737444927095
3.03,-64.67074715080233,-85.3832959222328
3.032,-65.22093964092322,-85.84382689143696
3.034,-66.58566738259,-86.84878774114773
3.036,-69.75431840648096,-88.88994950862997
3.038,-73.82271434438961,-93.04644655035293
3.04,-74.14944471985977,-98.47000931111253
3.042,-69.22674100945763,-102.0703000895764
3.044,-66.27242691324314,-99.59163927406443
3.046,-64.37008580356087,-97.30531115323443
3.048,-63.93336078702709,-102.0432798780205
3.05,-64.05415857477831,-96.85112683927757
3.052,-64.82256489076111,-96.02316578403453
3.054,-66.47391544155883,-94.83642054555671
3.056,-69.992621413959,-91.57030552229385
3.058,-75.21217206403702,-91.83321848157354
3.06,-81.06495559220372,-96.29356702741914
3.062,-76.33185369025628,-105.2729291704242
3.064,-72.41595577442206,-92.63766613950682
3.066,-71.98467935498803,-90.12136101319859
3.068,-72.28814917078626,-91.64060358048836
3.07,-76.84846195402511,-96.55880693663057
3.072,-82.96186383645802,-100.6522023286697
3.074,-77.54554765026658,-91.14436273266334
3.076,-71.52042669693927,-86.8391243721349
3.078,-68.55098062456531,-84.19450241123513
3.08,-67.32543097902634,-83.7401767470603
3.082,-66.20560318834262,-87.28424600342638
3.084,-65.78275803752177,-102.282945601403
3.086,-64.49973462580279,-91.04709335704371
3.088,-62.76487996162174,-85.57718321198983
3.09,-61.43542818444656,-84.46861463961594
3.092,-60.71308724720414,-84.59445206343121
3.094,-60.42350212819257,-85.27206028187337
3.096,-60.96778857204271,-88.01451541505364
3.098,-62.37392811840042,-92.77455404006372
3.1,-64.27158420065949,-89.53171439118508
3.102,-67.44169925686803,-86.85096854070716
3.104,-72.43199380845522,-85.6371866993241
3.106,-78.52539498323091,-85.00510132909207
3.108,-74.96911779023608,-83.03933874156189
3.11,-71.42616510757878,-82.04237645825148
3.112,-69.30264628943696,-83.61602513142159
3.114,-68.65222536064192,-88.2241178815208
3.116,-68.56490492130128,-125.1842393378291
3.118,-69.03420877905742,-88.08616151567115
3.12,-70.02959030544915,-84.4876075839839
3.122,-71.22293496390006,-84.09087182567525
3.124,-71.75905567251985,-84.57082110061452
3.126,-72.23657323878373,-86.38241914034998
3.128,-73.52701307531551,-89.67590207778579
3.13,-74.45932516157241,-88.65937735507799
3.132,-76.08742570346625,-88.82706765616561
3.134,-78.10330166689695,-90.38758728645448
3.136,-75.73616883821367,-93.8651900806464
3.138,-72.25171675897506,-113.6631431964
3.14,-69.05691760141924,-97.17912772672376
3.142,-67.48116699969545,-90.71404092242216
3.144,-66.38165850564708,-87.23264877990684
3.146,-66.83609917346548,-87.59197974930942
3.148,-68.0634753173052,-89.10152760981157
3.15,-68.80512460863825,-90.61482311480827
3.152,-66.8718097630462,-90.7692375292723
3.154,-64.23066591349037,-90.22987909643419
3.156,-61.58747398005473,-93.00931184213678
3.158,-59.82815128170317,-96.18928929745357
3.16,-58.56466824199089,-95.0005077689397
3.162,-58.22722482295417,-91.1277395051641
3.164,-58.33868326860368,-87.82987539822767
3.166,-59.35341345604136,-88.15862628796134
3.168,-61.18054146324962,-89.13715741565579
3.17,-63.76026080791241,-88.32263100311101
3.172,-65.22726992022793,-88.53152830802188
3.174,-64.23035412941391,-93.6508416523024
3.176,-62.48798798200437,-93.76394678642765
3.178,-61.43800736352863,-91.57662274219516
3.18,-61.15384621272686,-93.44016606595579
3.182,-61.08979363801883,-91.1579276142099
3.184,-61.69026592982627,-87.83388592146352
3.186,-61.63057074586284,-86.82051794931687
3.188,-60.92106110572709,-87.969819625554
3.19,-59.59278484660362,-91.24840665002546
3.192,-58.71380327495513,-93.96703482475912
3.194,-58.09185705730055,-90.63178866203815
3.196,-58.15629537924153,-89.88038715569603
3.198,-58.80269673706685,-90.85637032311297
3.2,-60.08126296638982,-90.72755579648367
3.202,-61.37355567587522,-89.8504802530607
3.204,-63.00324382680871,-93.13899174143721
3.206,-64.60909852885473,-97.09366634508382
3.208,-66.95800693810992,-91.94474919843771
3.21,-70.90691596614688,-87.54638493323665
3.212,-80.65991531452673,-85.96290612490776
3.214,-79.512499438482,-86.14393483790519
3.216,-70.67173137957869,-86.14789613088467
3.218,-68.44666517326974,-85.54409130807302
3.22,-67.44573464569255,-85.37734423531452
3.222,-68.13432384104712,-88.76752094254743
3.224,-69.98189911647138,-102.9701347079065
3.226,-73.96070554279208,-90.60615413045301
3.228,-76.35482749216112,-86.6234757396285
3.23,-78.85591302625593,-86.91405182699378
3.232,-78.90585451511279,-97.05535840468023
3.234,-77.82318052942487,-89.57713200475924
3.236,-77.7908125437442,-82.57522027188796
3.238,-79.42429516825707,-80.27881078593461
3.24,-76.24253328790149,-80.70297707647572
3.242,-75.08340552140194,-83.34381675556342
3.244,-72.79579869270609,-88.04535020653714
3.246,-71.50354515017101,-88.85009293039892
3.248,-70.17156914000297,-85.8430023628479
3.25,-70.05079031944985,-85.35914449097255
3.252,-70.69595715623342,-86.52996447372459
3.254,-72.05449007823528,-88.71065445508535
3.256,-73.87161333939308,-89.36492166709283
3.258,-75.76248156624783,-84.88885528727926
3.26,-75.9506644748453,-82.02739483868073
3.262,-77.38926493324686,-81.02632086896243
3.264,-78.08442100166806,-81.64955441187928
3.266,-78.90522377747013,-84.36812021974799
3.268,-76.92716858446704,-88.76784686816798
3.27,-72.89646337647832,-96.93378185927742
3.272,-69.86738462302007,-95.35561332873129
3.274,-66.88992220471667,-92.60141166583176
3.276,-64.46218498800083,-98.31860771491868
3.278,-62.74610683786648,-119.122120212965
3.28,-61.68331097186729,-98.35224452905918
3.282,-61.14052951891193,-94.49027947931113
3.284,-61.29756285431291,-95.39177716111978
3.286,-61.95206241952025,-92.86818178450325
3.288,-63.06283071341974,-90.15258917519395
3.29,-64.14629994156371,-89.66928259086075
3.292,-65.34272692682659,-89.36743601907962
3.294,-66.21429436279898,-90.02653759604476
3.296,-66.6417180353094,-90.57251884477407
3.298,-67.41556986730805,-92.67950127138322
3.3,-68.79250308950971,-99.19481171710949
3.302,-71.4038009671676,-94.43364034153051
3.304,-74.83887780748313,-90.34672190873516
3.306,-84.60138929329599,-89.52850978531218
3.308,-82.71646371296946,-89.45530026391879
3.31,-75.53443994199382,-89.30913777199336
3.312,-71.91714386870262,-92.95457017794236
3.314,-70.18449866258698,-95.44184012578798
3.316,-69.23834960295972,-93.69261914968392
3.318,-70.05076843384983,-93.93228054926803
3.32,-71.57868254861506,-93.94274423057175
3.322,-74.76694254580168,-97.13532696756432
3.324,-74.66370785411526,-95.88104136618011
3.326,-71.8207898627421,-90.43529864873838
3.328,-68.41235187516995,-90.26819531048926
3.33,-66.15066850125012,-88.83971559385856
3.332,-64.55750932236283,-85.38598670106168
3.334,-63.81525974370998,-86.20208434159179
3.336,-64.09478173773718,-87.48558123291502
3.338,-65.00133914517379,-87.29694361064703
3.34,-66.85779177558096,-89.29591789605414
3.342,-69.90484549974273,-86.67632414305604
3.344,-72.63289393083944,-83.96684404663857
3.346,-70.90619708235317,-84.33698420543557
3.348,-68.37003378634135,-86.00351141455144
3.35,-65.99341957345382,-89.89223922844235
3.352,-64.42631381877662,-95.40684426265972
3.354,-63.11529683216467,-92.65710704245079
3.356,-62.64632486774759,-92.45040077369721
3.358,-62.13741260951199,-93.43348605077213
3.36,-62.22408376949363,-93.36650875505032
3.362,-62.45649481093389,-95.80568829951704
3.364,-63.02895528241279,-103.39710165234
3.366,-63.44584406937365,-95.71085025254553
3.368,-64.28284068992242,-90.40017575040355
3.37,-65.47738853427877,-88.77561003785291
3.372,-68.18009130569425,-87.95577537387615
3.374,-72.39361501391456,-86.26918483781124
3.376,-76.0577551254631,-86.62847650909501
3.378,-73.59135629719499,-89.70379391338113
3.38,-70.78024086661122,-91.68662228853584
3.382,-70.93039782625799,-89.37633213540747
3.384,-71.63645388013737,-86.43496810439589
3.386,-73.9584033608452,-86.0655956073
3.388,-74.01642831093275,-86.67287382583467
3.39,-72.89571283155729,-88.4079984090163
3.392,-71.54891962638354,-94.29720128455956
3.394,-69.91170482968936,-98.84752364434792
3.396,-68.90127326044053,-95.04728135521458
3.398,-67.73260982381706,-89.1132970868817
3.4,-67.96452034111149,-88.05801403430733
3.402,-67.9562175043508,-89.59661825383273
3.404,-67.82586292511897,-90.42779477067008
3.406,-66.75783037757101,-90.73248472875952
3.408,-65.71945012443294,-92.01754842874143
3.41,-65.19508849995046,-94.55468987974713
3.412,-65.81433884080533,-93.11786254324801
3.414,-67.73271759565775,-91.78422706463463
3.416,-70.66027545144637,-96.36998757229158
3.418,-70.97921514039851,-95.14281882835967
3.42,-67.78209310772405,-90.9250253333403
3.422,-65.75121285634361,-92.24531231436404
3.424,-64.09971878999121,-92.51708888714417
3.426,-63.11608156714327,-95.10177101312158
3.428,-62.15889088673229,-92.73757260088547
3.43,-61.57435107793691,-91.32529988094666
3.432,-61.24712924619342,-95.22039641848188
3.434,-61.55661609827858,-100.2983735814824
3.436,-62.28853991539104,-94.71123353058468
3.438,-63.61456531605354,-92.01159115752729
3.44,-65.52404785785434,-93.55442501805115
3.442,-68.10058975470069,-95.02911792611695
3.444,-71.34291179495183,-96.58629308571915
3.446,-72.31599448768353,-95.11451779010775
3.448,-70.31421191646042,-93.66843478146168
3.45,-68.84283267863749,-98.60096439560074
3.452,-67.9024876445108,-107.2366230741182
3.454,-67.53801805615754,-104.3255416910395
3.456,-66.00813057018252,-99.77012922872852
3.458,-64.45007747906247,-91.95601467167151
3.46,-63.18751607309544,-86.89217512158906
3.462,-62.60547794642397,-85.7339670058554
3.464,-62.54414995002176,-85.76422264152173
3.466,-63.18337557529158,-86.99330125201047
3.468,-64.12814088739103,-90.21741995786664
3.47,-64.67580401805695,-89.05113166929976
3.472,-65.41858018650012,-87.91315585894212
3.474,-66.17636141196735,-88.46152956512728
3.476,-67.60908551747285,-88.13381736184036
3.478,-68.84922048544925,-88.65010996215764
3.48,-71.59516813329476,-92.70498044137696
3.482,-73.20433636873179,-94.8477152154404
3.484,-72.31861861953934,-93.45704622547825
3.486,-70.66271280014536,-92.89410167857338
3.488,-69.50728070941534,-94.91339425110512
3.49,-69.79559609613143,-94.69811183740772
3.492,-70.18884580705347,-93.29799644305028
3.494,-72.02151057269501,-98.9938708152863
3.496,-73.30029274035014,-99.57076847553009
3.498,-74.77436117451289,-99.70632563055025
3.5,-75.90353096222626,-102.7907690342858
3.502,-78.44276071783261,-96.74210364911625
3.504,-81.11927848200948,-95.13864750706935
3.506,-94.29937051053444,-95.72999016841487
3.508,-79.660193027709,-96.23718735664031
3.51,-73.88858210618862,-97.301552671699
3.512,-70.38004646458029,-97.35768426117184
3.514,-68.77259069967241,-90.89609021743171
3.516,-68.0926999319003,-87.97047698074556
3.518,-67.94511344656237,-87.1096491039644
3.52,-67.79169380280456,-88.35435980908593
3.522,-67.6592358527291,-92.25181973915019
3.524,-66.78465958779651,-100.3800793610529
3.526,-66.37081175098893,-106.8000782438956
3.528,-65.97288469328574,-108.7599011713692
3.53,-66.35142407216453,-106.6474675436061
3.532,-66.65305649779685,-97.31477990933959
3.534,-67.65923126191581,-93.13227813086228
3.536,-68.33392587975231,-91.13700173279922
3.538,-69.11841254111509,-90.3907558124792
3.54,-68.87451605888197,-90.72716789442396
3.542,-68.88494175071639,-90.35346927425266
3.544,-68.43651260122441,-91.86113711543989
3.546,-68.37117273050893,-94.5116746040168
3.548,-68.70470271916109,-93.60971847270442
3.55,-70.38757858664151,-93.41863428845323
3.552,-72.22605395507752,-97.89788217514172
3.554,-75.68915336449541,-96.09392933430421
3.556,-79.32910232743582,-94.7904854013418
3.558,-76.82966361469413,-96.0757670537543
3.56,-74.73654926624934,-97.29421998041542
3.562,-73.77675586305344,-94.62915119199846
3.564,-74.64546440562667,-91.20460273502115
3.566,-75.5423634759515,-89.18405726580433
3.568,-78.15129607076524,-89.27532247381114
3.57,-79.4460657557841,-91.00916973313085
3.572,-79.18617829120211,-95.47743753917504
3.574,-80.03100631808698,-100.4419532987392
3.576,-78.26293078873313,-98.12113887522608
3.578,-76.16364184706273,-99.5239182233273
3.58,-73.52844084145565,-97.38050673661385
3.582,-71.87324334345,-93.3612249212901
3.584,-70.80893830686254,-91.96517793668605
3.586,-70.48649476890581,-92.40152901189099
3.588,-70.55136625349559,-93.47567363727522
3.59,-70.42586506589491,-92.43257663292228
3.592,-71.48386450673712,-91.20885039789451
3.594,-73.25522543540608,-93.2751413403102
3.596,-77.21185648927613,-105.3658539342473
3.598,-82.16563815685886,-96.25971527612001
3.6,-79.85392059867483,-88.4563669248562
3.602,-74.99761201669635,-85.29675065949654
3.604,-72.82078662608457,-84.52442340831915
3.606,-72.07559727918719,-84.53585762101403
3.608,-72.29408383839485,-84.95408844311363
3.61,-72.14923973680582,-86.03080447029433
3.612,-72.13750906737867,-87.36714879353943
3.614,-71.81245749682628,-88.0622206581147
3.616,-71.42384164370235,-88.91789451765692
3.618,-70.89597654625629,-88.23195130401766
3.62,-71.67007207451198,-86.86538373299284
3.622,-73.44160115148904,-87.20240158750772
3.624,-77.35610539111535,-90.00207437821544
3.626,-89.6021683447217,-100.0408753094083
3.628,-82.0584288678094,-95.34842806873951
3.63,-76.74400396568986,-90.65840150410251
3.632,-73.11268327379098,-88.6595094891959
3.634,-72.4480598842643,-88.34101857607959
3.636,-72.21679960148714,-89.51104957533204
3.638,-73.66572808866476,-91.80999134695973
3.64,-75.44173035529666,-96.05595045544531
3.642,-78.27261318379553,-97.86079480403023
3.644,-79.29002765074358,-90.9842894064933
3.646,-78.53150875900539,-87.78993561547038
3.648,-76.96598215610511,-87.81822633565837
3.65,-75.53744101570301,-89.8038972957506
3.652,-75.54832720256348,-95.82714272892105
3.654,-76.29835146820999,-103.273330478298
3.656,-79.73086932041939,-98.47033861987239
3.658,-81.90900220465335,-93.56273084153786
3.66,-80.92064600113071,-93.36682187989041
3.662,-77.53142207819909,-95.23986411409949
3.664,-78.16815154912031,-96.07853101700766
3.666,-80.21000829543479,-100.2895466785518
3.668,-88.33230753653721,-103.3060483118554
3.67,-85.31986574878808,-105.6206441422395
3.672,-76.5611704434567,-96.86027384069605
3.674,-74.30520905286821,-88.03539655520439
3.676,-72.09978435658917,-84.52774661002005
3.678,-71.97786429856869,-83.53128617472049
3.68,-71.98666179571259,-83.28075458749527
3.682,-71.36865162105013,-83.39737818437675
3.684,-69.6499811476002,-84.0312815764739
3.686,-68.65161274367252,-85.83106217276169
3.688,-68.69797001933377,-89.75352673038734
3.69,-69.02582169627347,-96.04722456447888
3.692,-70.29720366865149,-93.00720231548678
3.694,-72.33580814119956,-92.41521465279392
3.696,-76.01921871423646,-94.59695810191157
3.698,-79.31386807843595,-101.5352518467741
3.7,-81.13935318735726,-98.75887533377161
3.702,-83.33623820870923,-96.68547235751018
3.704,-82.51915800478184,-96.41515389462884
3.706,-86.01230679642003,-94.89887275604281
3.708,-84.52797901892473,-93.21729781092728
3.71,-84.02790836321515,-92.58838116125071
3.712,-78.90521410632201,-92.65565974363039
3.714,-75.56351951957275,-91.40781650143829
3.716,-73.43913438990293,-89.2457946047673
3.718,-71.58839532694661,-86.68154487298155
3.72,-70.13013795978388,-84.37614523882608
3.722,-68.22565230573687,-82.57241220071452
3.724,-66.4939199694667,-82.10489617282238
3.726,-65.39842998058253,-83.23660092218211
3.728,-65.11027168864949,-86.75696412178411
3.73,-65.47287300492236,-91.93902446009983
3.732,-66.1959892459154,-97.20116368436129
