#Digilent WaveForms Oscilloscope Acquisition,,,,,
#Device Name: Discovery2,,,,,
#Serial Number: SN:210321AC1D4D,,,,,
#Date Time: 2020-10-28 18:30:21.431,,,,,
#Sample rate: 160000Hz,,,,,
#Samples: 8192,,,,,
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s,,,,,
#Channel 1: Range: 1 V/div Offset: 0 V Attenuation: 1 X,,,,,
#Channel 2: Range: 500 mV/div Offset: 0 V Attenuation: 1 X,,,,,
#Wavegen Channel 1: Running,,,,,
#Mode: Simple,,,,,
#Type: Triangle,,,,,
#Frequency: 100 Hz,,,,,
#Period: 10 ms,,,,,
#Amplitude: 1 V,,,,,
#Offset: 0 V,,,,,
#Symmetry: 50 %,,,,,
#Phase: 0 ¡Æ,,,,,
#Wavegen Channel 2: Running,,,,,
#Mode: Simple,,,,,
#Type: DC,,,,,
#Offset: 3 V,,,,,
#Power Supplies: ON,,,,,
#Positive Supply: ON,,,,,
#Voltage: 4 V,,,,,
#Negative Supply: ON,,,,,
#Voltage: -4 V,,,,,
,,,,,
Time (s),Channel 1 (V),Channel 2 (V),average1,timeaverage,
-0.022020833,-1.084811124,-0.112808675,-1.074831597,-0.021989583,275.2973008
-0.022014583,-1.077240448,-0.114882121,-1.073110989,-0.021983333,165.1783805
-0.022008333,-1.081025786,-0.11799229,-1.072078624,-0.021977083,275.2973008
-0.022002083,-1.077240448,-0.120756884,-1.070358016,-0.021970833,165.1783805
-0.021995833,-1.077240448,-0.122484756,-1.069325651,-0.021964583,220.2378407
-0.021989583,-1.07345511,-0.124903776,-1.067949164,-0.021958333,165.1783805
-0.021983333,-1.07345511,-0.127668371,-1.066916799,-0.021952083,220.2378407
-0.021977083,-1.07345511,-0.130432965,-1.065540313,-0.021945833,220.2378407
-0.021970833,-1.069669772,-0.133543134,-1.064163826,-0.021939583,165.1783805
-0.021964583,-1.069669772,-0.135271006,-1.063131461,-0.021933333,275.2973008
-0.021958333,-1.065884434,-0.137690026,-1.061410853,-0.021927083,220.2378407
-0.021952083,-1.065884434,-0.140109046,-1.060034367,-0.021920833,220.2378407
-0.021945833,-1.065884434,-0.142873641,-1.05865788,-0.021914583,220.2378407
-0.021939583,-1.062099097,-0.144947086,-1.057281394,-0.021908333,275.2973008
-0.021933333,-1.065884434,-0.147711681,-1.055560786,-0.021902083,275.2973008
-0.021927083,-1.062099097,-0.149785127,-1.053840178,-0.021895833,220.2378407
-0.021920833,-1.062099097,-0.15324087,-1.052463691,-0.021889583,275.2973008
-0.021914583,-1.058313759,-0.154968742,-1.050743083,-0.021883333,275.2973008
-0.021908333,-1.058313759,-0.157733336,-1.049022475,-0.021877083,275.2973008
-0.021902083,-1.058313759,-0.160497931,-1.047301867,-0.021870833,275.2973008
-0.021895833,-1.050743083,-0.163608099,-1.045581259,-0.021864583,220.2378407
-0.021889583,-1.050743083,-0.165335971,-1.044204772,-0.021858333,275.2973008
-0.021883333,-1.050743083,-0.16844614,-1.042484164,-0.021852083,275.2973008
-0.021877083,-1.050743083,-0.170519586,-1.040763556,-0.021845833,275.2973008
-0.021870833,-1.043172407,-0.172938606,-1.039042948,-0.021839583,220.2378407
-0.021864583,-1.046957745,-0.1757032,-1.037666461,-0.021833333,275.2973008
-0.021858333,-1.046957745,-0.178122221,-1.035945853,-0.021827083,330.356761
-0.021852083,-1.043172407,-0.180541241,-1.033881123,-0.021820833,275.2973008
-0.021845833,-1.039387069,-0.183305835,-1.032160515,-0.021814583,275.2973008
-0.021839583,-1.039387069,-0.185033707,-1.030439907,-0.021808333,330.356761
-0.021833333,-1.039387069,-0.188143876,-1.028375177,-0.021802083,330.356761
-0.021827083,-1.035601731,-0.19090847,-1.026310447,-0.021795833,330.356761
-0.021820833,-1.031816394,-0.192290768,-1.024245718,-0.021789583,275.2973008
-0.021814583,-1.031816394,-0.195400936,-1.02252511,-0.021783333,275.2973008
-0.021808333,-1.031816394,-0.198165531,-1.020804501,-0.021777083,330.356761
-0.021802083,-1.028031056,-0.200238977,-1.018739772,-0.021770833,330.356761
-0.021795833,-1.028031056,-0.203349146,-1.016675042,-0.021764583,330.356761
-0.021789583,-1.024245718,-0.205768166,-1.014610312,-0.021758333,330.356761
-0.021783333,-1.024245718,-0.207496037,-1.012545582,-0.021752083,330.356761
-0.021777083,-1.02046038,-0.210951781,-1.010480853,-0.021745833,275.2973008
-0.021770833,-1.016675042,-0.212334078,-1.008760245,-0.021739583,220.2378407
-0.021764583,-1.016675042,-0.215098672,-1.007383758,-0.021733333,330.356761
-0.021758333,-1.012889704,-0.218208841,-1.005319028,-0.021727083,220.2378407
-0.021752083,-1.012889704,-0.220627861,-1.003942542,-0.021720833,275.2973008
-0.021745833,-1.012889704,-0.223392456,-1.002221934,-0.021714583,330.356761
-0.021739583,-1.009104366,-0.225465902,-1.000157204,-0.021708333,330.356761
-0.021733333,-1.005319028,-0.227884922,-0.998092474,-0.021702083,275.2973008
-0.021727083,-1.005319028,-0.230649516,-0.996371866,-0.021695833,275.2973008
-0.021720833,-1.00153369,-0.233068537,-0.994651258,-0.021689583,275.2973008
-0.021714583,-1.00153369,-0.235833131,-0.99293065,-0.021683333,330.356761
-0.021708333,-1.00153369,-0.238597726,-0.99086592,-0.021677083,330.356761
-0.021702083,-1.00153369,-0.240325597,-0.98880119,-0.021670833,385.4162212
-0.021695833,-0.993963015,-0.243090192,-0.986392339,-0.021664583,275.2973008
-0.021689583,-0.997748353,-0.245854786,-0.984671731,-0.021658333,385.4162212
-0.021683333,-0.993963015,-0.247582658,-0.982262879,-0.021652083,330.356761
-0.021677083,-0.990177677,-0.250692827,-0.98019815,-0.021645833,330.356761
-0.021670833,-0.986392339,-0.253111847,-0.97813342,-0.021639583,275.2973008
-0.021664583,-0.986392339,-0.255185293,-0.976412812,-0.021633333,330.356761
-0.021658333,-0.986392339,-0.258295462,-0.974348082,-0.021627083,330.356761
-0.021652083,-0.982607001,-0.261060056,-0.972283352,-0.021620833,330.356761
-0.021645833,-0.978821663,-0.263479076,-0.970218622,-0.021614583,385.4162212
-0.021639583,-0.978821663,-0.265898097,-0.967809771,-0.021608333,385.4162212
-0.021633333,-0.975036325,-0.268662691,-0.96540092,-0.021602083,330.356761
-0.021627083,-0.975036325,-0.271081711,-0.96333619,-0.021595833,385.4162212
-0.021620833,-0.971250987,-0.273500731,-0.960927339,-0.021589583,385.4162212
-0.021614583,-0.971250987,-0.275228603,-0.958518487,-0.021583333,385.4162212
-0.021608333,-0.967465649,-0.278338772,-0.956109636,-0.021577083,275.2973008
-0.021602083,-0.967465649,-0.281103366,-0.954389028,-0.021570833,440.4756813
-0.021595833,-0.963680312,-0.282831238,-0.951636055,-0.021564583,385.4162212
-0.021589583,-0.963680312,-0.285250258,-0.949227203,-0.021558333,440.4756813
-0.021583333,-0.959894974,-0.287323704,-0.94647423,-0.021552083,385.4162212
-0.021577083,-0.952324298,-0.290779447,-0.944065379,-0.021545833,385.4162212
-0.021570833,-0.952324298,-0.293544042,-0.941656527,-0.021539583,330.356761
-0.021564583,-0.952324298,-0.295271913,-0.939591798,-0.021533333,330.356761
-0.021558333,-0.94853896,-0.297345359,-0.937527068,-0.021527083,330.356761
-0.021552083,-0.944753622,-0.301146677,-0.935462338,-0.021520833,330.356761
-0.021545833,-0.944753622,-0.302874548,-0.933397608,-0.021514583,440.4756813
-0.021539583,-0.94853896,-0.305639143,-0.930644635,-0.021508333,495.5351415
-0.021533333,-0.937182946,-0.308058163,-0.927547541,-0.021502083,385.4162212
-0.021527083,-0.937182946,-0.310477183,-0.925138689,-0.021495833,385.4162212
-0.021520833,-0.933397608,-0.313587352,-0.922729838,-0.021489583,385.4162212
-0.021514583,-0.933397608,-0.315660798,-0.920320987,-0.021483333,440.4756813
-0.021508333,-0.925826933,-0.317734244,-0.917568014,-0.021477083,330.356761
-0.021502083,-0.929612271,-0.320498838,-0.915503284,-0.021470833,385.4162212
-0.021495833,-0.929612271,-0.322572284,-0.913094433,-0.021464583,550.5946017
-0.021489583,-0.925826933,-0.325336879,-0.909653216,-0.021458333,440.4756813
-0.021483333,-0.922041595,-0.328447048,-0.906900243,-0.021452083,440.4756813
-0.021477083,-0.914470919,-0.330520493,-0.90414727,-0.021445833,385.4162212
-0.021470833,-0.914470919,-0.332939514,-0.901738419,-0.021439583,440.4756813
-0.021464583,-0.910685581,-0.335704108,-0.898985446,-0.021433333,385.4162212
-0.021458333,-0.910685581,-0.338468703,-0.896576594,-0.021427083,440.4756813
-0.021452083,-0.906900243,-0.340542149,-0.893823621,-0.021420833,440.4756813
-0.021445833,-0.903114905,-0.343652317,-0.891070648,-0.021414583,440.4756813
-0.021439583,-0.903114905,-0.345380189,-0.888317675,-0.021408333,385.4162212
-0.021433333,-0.903114905,-0.348144783,-0.885908824,-0.021402083,495.5351415
-0.021427083,-0.891758892,-0.350909378,-0.882811729,-0.021395833,330.356761
-0.021420833,-0.89554423,-0.353328398,-0.880747,-0.021389583,440.4756813
-0.021414583,-0.891758892,-0.356092993,-0.877994027,-0.021383333,440.4756813
-0.021408333,-0.887973554,-0.358857587,-0.875241054,-0.021377083,385.4162212
-0.021402083,-0.884188216,-0.361276607,-0.872832202,-0.021370833,385.4162212
-0.021395833,-0.884188216,-0.363350053,-0.870423351,-0.021364583,385.4162212
-0.021389583,-0.880402878,-0.365769073,-0.8680145,-0.021358333,385.4162212
-0.021383333,-0.87661754,-0.368188094,-0.865605648,-0.021352083,440.4756813
-0.021377083,-0.872832202,-0.370952688,-0.862852675,-0.021345833,330.356761
-0.021370833,-0.87661754,-0.373026134,-0.860787945,-0.021339583,440.4756813
-0.021364583,-0.869046864,-0.375790729,-0.858034972,-0.021333333,440.4756813
-0.021358333,-0.869046864,-0.378555323,-0.855281999,-0.021327083,385.4162212
-0.021352083,-0.865261526,-0.380974343,-0.852873148,-0.021320833,495.5351415
-0.021345833,-0.861476189,-0.383738938,-0.849776053,-0.021314583,385.4162212
-0.021339583,-0.861476189,-0.385812384,-0.847367202,-0.021308333,385.4162212
-0.021333333,-0.857690851,-0.388576978,-0.844958351,-0.021302083,440.4756813
-0.021327083,-0.857690851,-0.391687147,-0.842205378,-0.021295833,495.5351415
-0.021320833,-0.853905513,-0.393760593,-0.839108283,-0.021289583,440.4756813
-0.021314583,-0.846334837,-0.396525187,-0.83635531,-0.021283333,385.4162212
-0.021308333,-0.850120175,-0.399635356,-0.833946459,-0.021277083,495.5351415
-0.021302083,-0.846334837,-0.401363228,-0.830849364,-0.021270833,440.4756813
-0.021295833,-0.838764161,-0.404127822,-0.828096391,-0.021264583,440.4756813
-0.021289583,-0.842549499,-0.406892417,-0.825343418,-0.021258333,495.5351415
-0.021283333,-0.831193486,-0.408620288,-0.822246323,-0.021252083,440.4756813
-0.021277083,-0.834978823,-0.411384883,-0.81949335,-0.021245833,550.5946017
-0.021270833,-0.834978823,-0.413803903,-0.816052134,-0.021239583,550.5946017
-0.021264583,-0.827408148,-0.416222923,-0.812610918,-0.021233333,440.4756813
-0.021258333,-0.82362281,-0.418987518,-0.809857945,-0.021227083,440.4756813
-0.021252083,-0.82362281,-0.421406538,-0.807104972,-0.021220833,550.5946017
-0.021245833,-0.819837472,-0.424171133,-0.803663755,-0.021214583,495.5351415
-0.021239583,-0.816052134,-0.426590153,-0.800566661,-0.021208333,495.5351415
-0.021233333,-0.816052134,-0.428663599,-0.797469566,-0.021202083,495.5351415
-0.021227083,-0.808481458,-0.431082619,-0.794372472,-0.021195833,440.4756813
-0.021220833,-0.808481458,-0.434192788,-0.791619499,-0.021189583,495.5351415
-0.021214583,-0.800910782,-0.436266234,-0.788522404,-0.021183333,495.5351415
-0.021208333,-0.797125445,-0.438685254,-0.785425309,-0.021177083,440.4756813
-0.021202083,-0.797125445,-0.441795423,-0.782672336,-0.021170833,440.4756813
-0.021195833,-0.797125445,-0.443523294,-0.779919363,-0.021164583,495.5351415
-0.021189583,-0.793340107,-0.446287889,-0.776822269,-0.021158333,495.5351415
-0.021183333,-0.785769431,-0.448706909,-0.773725174,-0.021152083,440.4756813
-0.021177083,-0.785769431,-0.451125929,-0.770972201,-0.021145833,495.5351415
-0.021170833,-0.781984093,-0.453890524,-0.767875106,-0.021139583,495.5351415
-0.021164583,-0.781984093,-0.45596397,-0.764778012,-0.021133333,550.5946017
-0.021158333,-0.778198755,-0.458728564,-0.761336795,-0.021127083,550.5946017
-0.021152083,-0.774413417,-0.461838733,-0.757895579,-0.021120833,495.5351415
-0.021145833,-0.766842741,-0.463566604,-0.754798485,-0.021114583,495.5351415
-0.021139583,-0.766842741,-0.466331199,-0.75170139,-0.021108333,495.5351415
-0.021133333,-0.766842741,-0.469095794,-0.748604295,-0.021102083,605.6540618
-0.021127083,-0.763057404,-0.471169239,-0.744818957,-0.021095833,605.6540618
-0.021120833,-0.759272066,-0.473933834,-0.741033619,-0.021089583,550.5946017
-0.021114583,-0.755486728,-0.476352854,-0.737592403,-0.021083333,495.5351415
-0.021108333,-0.75170139,-0.479117449,-0.734495309,-0.021077083,550.5946017
-0.021102083,-0.747916052,-0.481536469,-0.731054092,-0.021070833,495.5351415
-0.021095833,-0.744130714,-0.483609915,-0.727956998,-0.021064583,550.5946017
-0.021089583,-0.740345376,-0.486374509,-0.724515781,-0.021058333,495.5351415
-0.021083333,-0.740345376,-0.489139104,-0.721418687,-0.021052083,550.5946017
-0.021077083,-0.7327747,-0.49121255,-0.717977471,-0.021045833,550.5946017
-0.021070833,-0.7327747,-0.49363157,-0.714536254,-0.021039583,605.6540618
-0.021064583,-0.725204025,-0.496741739,-0.710750916,-0.021033333,495.5351415
-0.021058333,-0.721418687,-0.49846961,-0.707653822,-0.021027083,495.5351415
-0.021052083,-0.721418687,-0.501579779,-0.704556727,-0.021020833,550.5946017
-0.021045833,-0.721418687,-0.504344374,-0.701115511,-0.021014583,605.6540618
-0.021039583,-0.713848011,-0.506072245,-0.697330173,-0.021008333,550.5946017
-0.021033333,-0.713848011,-0.50883684,-0.693888957,-0.021002083,605.6540618
-0.021027083,-0.706277335,-0.510910286,-0.690103619,-0.020995833,550.5946017
-0.021020833,-0.706277335,-0.51367488,-0.686662403,-0.020989583,550.5946017
-0.021014583,-0.702491997,-0.516439475,-0.683221186,-0.020983333,605.6540618
-0.021008333,-0.694921322,-0.518858495,-0.679435848,-0.020977083,495.5351415
-0.021002083,-0.691135984,-0.521623089,-0.676338754,-0.020970833,495.5351415
-0.020995833,-0.691135984,-0.52404211,-0.673241659,-0.020964583,550.5946017
-0.020989583,-0.687350646,-0.526115555,-0.669800443,-0.020958333,605.6540618
-0.020983333,-0.683565308,-0.529225724,-0.666015105,-0.020952083,550.5946017
-0.020977083,-0.67977997,-0.531644744,-0.662573889,-0.020945833,495.5351415
-0.020970833,-0.675994632,-0.533372616,-0.659476794,-0.020939583,495.5351415
-0.020964583,-0.672209294,-0.536137211,-0.656379699,-0.020933333,550.5946017
-0.020958333,-0.668423956,-0.538901805,-0.652938483,-0.020927083,495.5351415
-0.020952083,-0.668423956,-0.541320825,-0.649841389,-0.020920833,550.5946017
-0.020945833,-0.660853281,-0.543739845,-0.646400172,-0.020914583,495.5351415
-0.020939583,-0.660853281,-0.546158866,-0.643303078,-0.020908333,550.5946017
-0.020933333,-0.657067943,-0.54892346,-0.639861861,-0.020902083,550.5946017
-0.020927083,-0.653282605,-0.552724778,-0.636420645,-0.020895833,495.5351415
-0.020920833,-0.645711929,-0.554452649,-0.633323551,-0.020889583,495.5351415
-0.020914583,-0.645711929,-0.556526095,-0.630226456,-0.020883333,550.5946017
-0.020908333,-0.645711929,-0.559981838,-0.62678524,-0.020877083,550.5946017
-0.020902083,-0.641926591,-0.56170971,-0.623344023,-0.020870833,550.5946017
-0.020895833,-0.634355915,-0.564474304,-0.619902807,-0.020864583,605.6540618
-0.020889583,-0.634355915,-0.567238899,-0.616117469,-0.020858333,605.6540618
-0.020883333,-0.630570578,-0.569312345,-0.612332131,-0.020852083,550.5946017
-0.020877083,-0.62678524,-0.572422514,-0.608890915,-0.020845833,605.6540618
-0.020870833,-0.622999902,-0.574150385,-0.605105577,-0.020839583,550.5946017
-0.020864583,-0.619214564,-0.576569405,-0.601664361,-0.020833333,550.5946017
-0.020858333,-0.619214564,-0.579679574,-0.598223145,-0.020827083,605.6540618
-0.020852083,-0.611643888,-0.582098594,-0.594437807,-0.020820833,605.6540618
-0.020845833,-0.60785855,-0.584863189,-0.590652469,-0.020814583,550.5946017
-0.020839583,-0.60785855,-0.587627783,-0.587211253,-0.020808333,660.713522
-0.020833333,-0.604073212,-0.589355655,-0.583081793,-0.020802083,660.713522
-0.020827083,-0.592717199,-0.591774675,-0.578952334,-0.020795833,550.5946017
-0.020820833,-0.592717199,-0.594193695,-0.575511117,-0.020789583,605.6540618
-0.020814583,-0.592717199,-0.59695829,-0.571725779,-0.020783333,660.713522
-0.020808333,-0.585146523,-0.599722884,-0.56759632,-0.020777083,550.5946017
-0.020802083,-0.585146523,-0.60179633,-0.564155104,-0.020770833,660.713522
-0.020795833,-0.581361185,-0.604560925,-0.560025644,-0.020764583,605.6540618
-0.020789583,-0.577575847,-0.606979945,-0.556240306,-0.020758333,660.713522
-0.020783333,-0.570005171,-0.60974454,-0.552110847,-0.020752083,605.6540618
-0.020777083,-0.570005171,-0.61216356,-0.548325509,-0.020745833,660.713522
-0.020770833,-0.562434496,-0.614928154,-0.544196049,-0.020739583,660.713522
-0.020764583,-0.558649158,-0.617347174,-0.54006659,-0.020733333,605.6540618
-0.020758333,-0.55486382,-0.619766195,-0.536281252,-0.020727083,605.6540618
-0.020752083,-0.551078482,-0.622530789,-0.532495914,-0.020720833,605.6540618
-0.020745833,-0.547293144,-0.624604235,-0.528710576,-0.020714583,605.6540618
-0.020739583,-0.547293144,-0.62736883,-0.524925238,-0.020708333,660.713522
-0.020733333,-0.539722468,-0.62978785,-0.520795779,-0.020702083,605.6540618
-0.020727083,-0.539722468,-0.631861296,-0.517010441,-0.020695833,715.7729822
-0.020720833,-0.532151792,-0.634971464,-0.51253686,-0.020689583,660.713522
-0.020714583,-0.528366455,-0.63704491,-0.5084074,-0.020683333,660.713522
-0.020708333,-0.524581117,-0.639118356,-0.504277941,-0.020677083,715.7729822
-0.020702083,-0.517010441,-0.641882951,-0.49980436,-0.020670833,605.6540618
-0.020695833,-0.517010441,-0.643956397,-0.496019022,-0.020664583,660.713522
-0.020689583,-0.513225103,-0.646720991,-0.491889562,-0.020658333,660.713522
-0.020683333,-0.509439765,-0.649485586,-0.487760103,-0.020652083,660.713522
-0.020677083,-0.505654427,-0.651213457,-0.483630643,-0.020645833,715.7729822
-0.020670833,-0.501869089,-0.6546692,-0.479157062,-0.020639583,715.7729822
-0.020664583,-0.498083752,-0.657433795,-0.474683481,-0.020633333,660.713522
-0.020658333,-0.490513076,-0.659507241,-0.470554021,-0.020627083,605.6540618
-0.020652083,-0.486727738,-0.661926261,-0.466768684,-0.020620833,660.713522
-0.020645833,-0.4829424,-0.664345281,-0.462639224,-0.020614583,660.713522
-0.020639583,-0.475371724,-0.666764301,-0.458509765,-0.020608333,605.6540618
-0.020633333,-0.475371724,-0.669183322,-0.454724427,-0.020602083,660.713522
-0.020627083,-0.471586386,-0.671602342,-0.450594967,-0.020595833,715.7729822
-0.020620833,-0.467801048,-0.674021362,-0.446121386,-0.020589583,715.7729822
-0.020614583,-0.464015711,-0.677477105,-0.441647805,-0.020583333,715.7729822
-0.020608333,-0.456445035,-0.679204977,-0.437174224,-0.020577083,660.713522
-0.020602083,-0.452659697,-0.681969571,-0.433044764,-0.020570833,715.7729822
-0.020595833,-0.452659697,-0.684734166,-0.428571183,-0.020564583,770.8324423
-0.020589583,-0.448874359,-0.686462037,-0.42375348,-0.020558333,715.7729822
-0.020583333,-0.441303683,-0.690263355,-0.419279899,-0.020552083,715.7729822
-0.020577083,-0.437518345,-0.691991226,-0.414806318,-0.020545833,715.7729822
-0.020570833,-0.433733007,-0.694410247,-0.410332737,-0.020539583,770.8324423
-0.020564583,-0.42994767,-0.697174841,-0.405515034,-0.020533333,715.7729822
-0.020558333,-0.422376994,-0.699248287,-0.401041453,-0.020527083,660.713522
-0.020552083,-0.418591656,-0.702012881,-0.396911993,-0.020520833,715.7729822
-0.020545833,-0.414806318,-0.704777476,-0.392438412,-0.020514583,660.713522
-0.020539583,-0.41102098,-0.706505348,-0.388308953,-0.020508333,715.7729822
-0.020533333,-0.403450304,-0.709269942,-0.383835372,-0.020502083,660.713522
-0.020527083,-0.399664966,-0.712380111,-0.379705912,-0.020495833,660.713522
-0.020520833,-0.399664966,-0.714107982,-0.375576453,-0.020489583,715.7729822
-0.020514583,-0.392094291,-0.716527003,-0.371102871,-0.020483333,715.7729822
-0.020508333,-0.388308953,-0.719291597,-0.36662929,-0.020477083,715.7729822
-0.020502083,-0.380738277,-0.721365043,-0.362155709,-0.020470833,605.6540618
-0.020495833,-0.380738277,-0.724475212,-0.358370371,-0.020464583,715.7729822
-0.020489583,-0.376952939,-0.726894232,-0.35389679,-0.020458333,715.7729822
-0.020483333,-0.369382263,-0.729658827,-0.349423209,-0.020452083,660.713522
-0.020477083,-0.369382263,-0.731732273,-0.34529375,-0.020445833,715.7729822
-0.020470833,-0.361811588,-0.734151293,-0.340820168,-0.020439583,660.713522
-0.020464583,-0.35802625,-0.737261462,-0.336690709,-0.020433333,715.7729822
-0.020458333,-0.354240912,-0.739680482,-0.332217128,-0.020427083,715.7729822
-0.020452083,-0.350455574,-0.741753928,-0.327743547,-0.020420833,715.7729822
-0.020445833,-0.342884898,-0.744864096,-0.323269965,-0.020414583,660.713522
-0.020439583,-0.33909956,-0.747974265,-0.319140506,-0.020408333,715.7729822
-0.020433333,-0.33909956,-0.749010988,-0.314666925,-0.020402083,825.8919025
-0.020427083,-0.331528885,-0.752812306,-0.3095051,-0.020395833,715.7729822
-0.020420833,-0.327743547,-0.754885752,-0.305031519,-0.020389583,660.713522
-0.020414583,-0.323958209,-0.757304772,-0.30090206,-0.020383333,715.7729822
-0.020408333,-0.320172871,-0.760069366,-0.296428479,-0.020377083,770.8324423
-0.020402083,-0.316387533,-0.761797238,-0.291610776,-0.020370833,770.8324423
-0.020395833,-0.308816857,-0.764561832,-0.286793073,-0.020364583,715.7729822
-0.020389583,-0.305031519,-0.767672001,-0.282319492,-0.020358333,715.7729822
-0.020383333,-0.301246181,-0.769745447,-0.277845911,-0.020352083,825.8919025
-0.020377083,-0.297460844,-0.772164467,-0.272684086,-0.020345833,770.8324423
-0.020370833,-0.289890168,-0.774583488,-0.267866384,-0.020339583,660.713522
-0.020364583,-0.282319492,-0.777002508,-0.263736924,-0.020333333,660.713522
-0.020358333,-0.282319492,-0.780112677,-0.259607465,-0.020327083,660.713522
-0.020352083,-0.282319492,-0.782531697,-0.255478005,-0.020320833,825.8919025
-0.020345833,-0.274748816,-0.784605143,-0.250316181,-0.020314583,715.7729822
-0.020339583,-0.26717814,-0.787369737,-0.2458426,-0.020308333,715.7729822
-0.020333333,-0.263392803,-0.790479906,-0.241369018,-0.020302083,715.7729822
-0.020327083,-0.259607465,-0.792553352,-0.236895437,-0.020295833,770.8324423
-0.020320833,-0.255822127,-0.795663521,-0.232077735,-0.020289583,715.7729822
-0.020314583,-0.244466113,-0.797391392,-0.227604153,-0.020283333,605.6540618
-0.020308333,-0.244466113,-0.800501561,-0.223818816,-0.020277083,770.8324423
-0.020302083,-0.244466113,-0.803266156,-0.219001113,-0.020270833,770.8324423
-0.020295833,-0.236895437,-0.805339602,-0.21418341,-0.020264583,770.8324423
-0.020289583,-0.236895437,-0.807413047,-0.209365707,-0.020258333,825.8919025
-0.020283333,-0.225539424,-0.810177642,-0.204203883,-0.020252083,770.8324423
-0.020277083,-0.225539424,-0.812596662,-0.19938618,-0.020245833,825.8919025
-0.020270833,-0.217968748,-0.815361257,-0.194224356,-0.020239583,770.8324423
-0.020264583,-0.21418341,-0.818125851,-0.189406653,-0.020233333,825.8919025
-0.020258333,-0.206612734,-0.820199297,-0.184244829,-0.020227083,825.8919025
-0.020252083,-0.206612734,-0.823309466,-0.179083004,-0.020220833,825.8919025
-0.020245833,-0.202827396,-0.825382912,-0.17392118,-0.020214583,825.8919025
-0.020239583,-0.191471383,-0.827801932,-0.168759355,-0.020208333,770.8324423
-0.020233333,-0.191471383,-0.830220952,-0.163941653,-0.020202083,825.8919025
-0.020227083,-0.183900707,-0.832639972,-0.158779828,-0.020195833,770.8324423
-0.020220833,-0.180115369,-0.835058993,-0.153962125,-0.020189583,825.8919025
-0.020214583,-0.172544693,-0.837478013,-0.148800301,-0.020183333,770.8324423
-0.020208333,-0.168759355,-0.839551459,-0.143982598,-0.020177083,770.8324423
-0.020202083,-0.164974017,-0.842316053,-0.139164896,-0.020170833,825.8919025
-0.020195833,-0.157403342,-0.844389499,-0.134003071,-0.020164583,770.8324423
-0.020189583,-0.149832666,-0.847154094,-0.129185368,-0.020158333,715.7729822
-0.020183333,-0.149832666,-0.850609837,-0.124711787,-0.020152083,825.8919025
-0.020177083,-0.146047328,-0.852337708,-0.119549963,-0.020145833,825.8919025
-0.020170833,-0.138476652,-0.855102303,-0.114388138,-0.020139583,770.8324423
-0.020164583,-0.134691314,-0.857866897,-0.109570436,-0.020133333,825.8919025
-0.020158333,-0.130905977,-0.859594769,-0.104408611,-0.020127083,880.9513627
-0.020152083,-0.123335301,-0.862359363,-0.098902665,-0.020120833,770.8324423
-0.020145833,-0.119549963,-0.864778384,-0.094084963,-0.020114583,825.8919025
-0.020139583,-0.115764625,-0.867197404,-0.088923138,-0.020108333,880.9513627
-0.020133333,-0.108193949,-0.869961998,-0.083417192,-0.020102083,825.8919025
-0.020127083,-0.104408611,-0.872381019,-0.078255368,-0.020095833,825.8919025
-0.020120833,-0.100623273,-0.874800039,-0.073093543,-0.020089583,825.8919025
-0.020114583,-0.093052598,-0.877219059,-0.067931719,-0.020083333,880.9513627
-0.020108333,-0.08926726,-0.879983653,-0.062425773,-0.020077083,825.8919025
-0.020102083,-0.085481922,-0.882748248,-0.057263949,-0.020070833,825.8919025
-0.020095833,-0.077911246,-0.884821694,-0.052102124,-0.020064583,770.8324423
-0.020089583,-0.07034057,-0.887240714,-0.047284421,-0.020058333,825.8919025
-0.020083333,-0.07034057,-0.890005309,-0.042122597,-0.020052083,880.9513627
-0.020077083,-0.062769895,-0.893115477,-0.036616651,-0.020045833,825.8919025
-0.020070833,-0.055199219,-0.8941522,-0.031454827,-0.020039583,770.8324423
-0.020064583,-0.051413881,-0.897262369,-0.026637124,-0.020033333,825.8919025
-0.020058333,-0.047628543,-0.900026964,-0.021475299,-0.020027083,825.8919025
-0.020052083,-0.043843205,-0.90210041,-0.016313475,-0.020020833,880.9513627
-0.020045833,-0.032487191,-0.905210578,-0.010807529,-0.020014583,770.8324423
-0.020039583,-0.032487191,-0.907629599,-0.005989826,-0.020008333,825.8919025
-0.020033333,-0.028701854,-0.910394193,-0.000828002,-0.020002083,825.8919025
-0.020027083,-0.024916516,-0.913158788,0.004333823,-0.019995833,880.9513627
-0.020020833,-0.013560502,-0.915232234,0.009839769,-0.019989583,825.8919025
-0.020014583,-0.009775164,-0.918342402,0.015001593,-0.019983333,880.9513627
-0.020008333,-0.005989826,-0.920761423,0.020507539,-0.019977083,825.8919025
-0.020002083,-0.002204488,-0.922489294,0.025669363,-0.019970833,936.0108228
-0.019995833,0.005366187,-0.925253889,0.031519431,-0.019964583,880.9513627
-0.019989583,0.009151525,-0.928364057,0.037025377,-0.019958333,936.0108228
-0.019983333,0.016722201,-0.930437503,0.042875445,-0.019952083,825.8919025
-0.019977083,0.020507539,-0.933202098,0.048037269,-0.019945833,880.9513627
