,Power_V_list,Oscillo1_list,Oscillo2_list
0,0.0,-0.0006197637094342845,-0.003856839861948305
1,0.05,-0.001992114328393191,-0.0017867807637514804
2,0.1,-0.001992114328393191,-0.0017867807637514804
3,0.15,0.0010956745642643484,0.00028327833444534434
4,0.2,0.00040949925478489524,-0.0017867807637514804
5,0.25,0.001438762219004075,-0.004891869411046718
6,0.3,0.0010956745642643484,-0.00040674136495359725
7,0.35000000000000003,0.004183463456921888,0.0016633177332432275
8,0.4,0.0024680251832232547,-0.002821810312849893
9,0.44999999999999996,0.004526551111661614,-0.005581889110445659
10,0.5,0.003840375802182161,-0.00040674136495359725
11,0.55,0.003840375802182161,-0.000751751214653068
12,0.6,0.006241989385360247,-0.002821810312849893
13,0.65,0.0069281646948397,-0.00040674136495359725
14,0.7000000000000001,0.006585077040099974,-0.004891869411046718
15,0.75,0.007271252349579427,-0.000751751214653068
16,0.8,0.008300515313798607,0.0013183078835437567
17,0.8500000000000001,0.007614340004319153,-0.00040674136495359725
18,0.8999999999999999,0.010015953587497246,-0.004546859561347247
19,0.95,0.009329778278017793,0.00028327833444534434
20,1.0,0.011388304206456153,0.002353337432642169
21,1.05,0.00967286593275752,-0.005236879260746188
22,1.1,0.0107021288969767,-0.0035118300122488344
23,1.1500000000000001,0.012417567170675332,0.0013183078835437567
24,1.2,0.01173139186119588,0.0020083275829426983
25,1.25,0.012760654825415059,-0.0021317906134509512
26,1.3,0.013789917789634239,-0.0017867807637514804
27,1.35,0.013446830134894512,0.0020083275829426983
28,1.4000000000000001,0.013789917789634239,-0.002821810312849893
29,1.45,0.015505356063332872,-0.004546859561347247
30,1.5,0.017220794337031504,-6.173151525412646e-05
31,1.55,0.018250057301250684,0.002353337432642169
32,1.6,0.017220794337031504,0.0037333768314400523
33,1.6500000000000001,0.018250057301250684,-0.0035118300122488344
34,1.7000000000000002,0.018593144955990418,-0.0014417709140520096
35,1.75,0.02030858322968905,-6.173151525412646e-05
36,1.7999999999999998,0.019622407920209597,-0.0021317906134509512
37,1.85,0.019622407920209597,-0.004546859561347247
38,1.9,0.020651670884428777,0.0020083275829426983
39,1.9500000000000002,0.022710196812867137,0.0020083275829426983
40,2.0,0.02133784619390823,-0.003856839861948305
41,2.05,0.02133784619390823,-0.003856839861948305
42,2.1,0.022710196812867137,0.0013183078835437567
43,2.15,0.022024021503387683,-0.00040674136495359725
44,2.2,0.023053284467606863,-0.004201849711647776
45,2.25,0.02442563508656577,0.00028327833444534434
46,2.3000000000000003,0.02545489805078495,0.0016633177332432275
47,2.3499999999999996,0.026141073360264402,0.0020083275829426983
48,2.4,0.026141073360264402,-0.005236879260746188
49,2.45,0.026827248669743856,-0.0014417709140520096
50,2.5,0.027856511633963035,0.0013183078835437567
51,2.55,0.027856511633963035,0.0016633177332432275
52,2.6,0.028199599288702762,-0.00040674136495359725
53,2.6500000000000004,0.02922886225292194,-0.0035118300122488344
54,2.7,0.028885774598182215,-0.00040674136495359725
55,2.75,0.030601212871880848,0.002353337432642169
56,2.8000000000000003,0.029915037562401395,-0.00040674136495359725
57,2.8499999999999996,0.03025812521714112,-0.002821810312849893
58,2.9,0.029915037562401395,-0.000751751214653068
59,2.9499999999999997,0.031973563490839754,0.0030433571320411107
60,3.0,0.030944300526620575,-0.0021317906134509512
61,3.05,0.03368900176453839,-0.004546859561347247
62,3.1,0.034032089419278114,0.002353337432642169
63,3.15,0.03437517707401784,0.0037333768314400523
64,3.2,0.03471826472875757,0.0006282881841448151
65,3.25,0.034032089419278114,-0.0010967610643525388
66,3.3000000000000003,0.03506135238349729,-0.0031668201625493636
67,3.35,0.03609061534771647,0.00028327833444534434
68,3.4000000000000004,0.03711987831193567,0.0020083275829426983
69,3.4499999999999997,0.038149141276154847,-0.000751751214653068
70,3.5,0.03952149189511375,-0.005581889110445659
71,3.55,0.0388353165856343,-0.00040674136495359725
72,3.5999999999999996,0.03677679065719594,0.0016633177332432275
73,3.65,0.04055075485933293,0.00028327833444534434
74,3.7,0.040207667204593206,-0.0010967610643525388
75,3.75,0.04089384251407266,-0.004546859561347247
76,3.8,0.041236930168812386,0.0006282881841448151
77,3.85,0.041236930168812386,0.0009732980338442859
78,3.9000000000000004,0.04192310547829184,-0.0010967610643525388
79,3.95,0.043295456097250745,-0.004201849711647776
80,4.0,0.04260928078777129,0.0006282881841448151
81,4.050000000000001,0.04295236844251102,0.00028327833444534434
82,4.1,0.04501089437094938,-0.0035118300122488344
83,4.1499999999999995,0.04604015733516856,-0.005236879260746188
84,4.2,0.04569706968042883,0.0009732980338442859
85,4.25,0.046383244989908284,0.0006282881841448151
86,4.3,0.04569706968042883,-0.003856839861948305
87,4.35,0.04672633264464801,-0.0031668201625493636
88,4.4,0.05015720919204528,0.0013183078835437567
89,4.45,0.04981412153730555,-0.002821810312849893
90,4.5,0.04809868326360692,-0.004546859561347247
91,4.55,0.05015720919204528,0.0016633177332432275
92,4.6000000000000005,0.0491279462278261,-0.0017867807637514804
93,4.65,0.05255882277522336,-0.003856839861948305
94,4.699999999999999,0.05152955981100418,0.0009732980338442859
95,4.75,0.053244998084702816,0.00028327833444534434
96,4.8,0.053244998084702816,-0.002821810312849893
97,4.85,0.05461734870366172,-0.002476800463150422
98,4.9,0.05496043635840145,0.00269834728234164
99,4.95,0.05461734870366172,-0.0021317906134509512
100,5.0,0.05598969932262063,-0.002821810312849893
