,time,V1,V2,sineoutput_freq,sineoutput_amplitude,Resistance,capacitance
0,0.0,-2.0160042439857264,2.1931881632814942,5000,5,220,1e-07
1,2e-07,-1.997077554553355,2.2083913732957274,5000,5,220,1e-07
2,4e-07,-1.9743655272345089,2.219793780806402,5000,5,220,1e-07
3,6e-07,-1.955438837802137,2.2273953858135185,5000,5,220,1e-07
4,8e-07,-1.9365121483697654,2.2425985958277517,5000,5,220,1e-07
5,1e-06,-1.9175854589373935,2.2463993983313095,5000,5,220,1e-07
6,1.2e-06,-1.891088093732073,2.2502002008348683,5000,5,220,1e-07
7,1.4e-06,-1.868376066413227,2.2616026083455427,5000,5,220,1e-07
8,1.6e-06,-1.849449376980855,2.2692042133526593,5000,5,220,1e-07
9,1.8e-06,-1.826737349662009,2.2844074233668925,5000,5,220,1e-07
10,2e-06,-1.8115959981161116,2.292009028374008,5000,5,220,1e-07
11,2.2e-06,-1.7888839707972655,2.299610633381125,5000,5,220,1e-07
12,2.4e-06,-1.7586012677054705,2.3072122383882414,5000,5,220,1e-07
13,2.6e-06,-1.7358892403866244,2.3072122383882414,5000,5,220,1e-07
14,2.8e-06,-1.7131772130677783,2.318614645898916,5000,5,220,1e-07
15,3e-06,-1.6866798478624576,2.333817855913149,5000,5,220,1e-07
16,3.2e-06,-1.667753158430086,2.337618658416707,5000,5,220,1e-07
17,3.4e-06,-1.6450411311112398,2.3452202634238235,5000,5,220,1e-07
18,3.6e-06,-1.6223291037923937,2.356622670934499,5000,5,220,1e-07
19,3.8e-06,-1.6071877522464961,2.3642242759416146,5000,5,220,1e-07
20,4e-06,-1.58447572492765,2.3794274859558477,5000,5,220,1e-07
21,4.2e-06,-1.5655490354952784,2.3794274859558477,5000,5,220,1e-07
22,4.4e-06,-1.5428370081764322,2.3870290909629643,5000,5,220,1e-07
23,4.6e-06,-1.5163396429711116,2.394630695970081,5000,5,220,1e-07
24,4.8e-06,-1.49741295353874,2.4060331034807554,5000,5,220,1e-07
25,5e-06,-1.4747009262198938,2.413634708487872,5000,5,220,1e-07
26,5.2e-06,-1.4519888989010477,2.4250371159985464,5000,5,220,1e-07
27,5.4e-06,-1.4292768715822015,2.432638721005663,5000,5,220,1e-07
28,5.6e-06,-1.4027795063768809,2.4402403260127796,5000,5,220,1e-07
29,5.8e-06,-1.3838528169445092,2.451642733523454,5000,5,220,1e-07
30,6e-06,-1.361140789625663,2.4592443385305707,5000,5,220,1e-07
31,6.2e-06,-1.338428762306817,2.470646746041245,5000,5,220,1e-07
32,6.4e-06,-1.3232874107609194,2.4782483510483617,5000,5,220,1e-07
