,time,V1,V2,sineoutput_freq,sineoutput_amplitude,Resistance,Inductance
3637,0.0016531818181818182,4.763535910689846,5.0133836209217,2200,5,220,0.1
3638,0.0016536363636363636,4.759750572803372,5.005782015914583,2200,5,220,0.1
3639,0.001654090909090909,4.755965234916898,5.005782015914583,2200,5,220,0.1
3640,0.0016545454545454545,4.748394559143949,5.005782015914583,2200,5,220,0.1
3641,0.001655,4.744609221257475,5.0019812134110255,2200,5,220,0.1
3642,0.0016554545454545455,4.744609221257475,5.0019812134110255,2200,5,220,0.1
3643,0.001655909090909091,4.737038545484526,5.0019812134110255,2200,5,220,0.1
3644,0.0016563636363636364,4.725682531825103,5.005782015914583,2200,5,220,0.1
3645,0.0016568181818181818,4.721897193938629,5.0019812134110255,2200,5,220,0.1
3646,0.0016572727272727273,4.721897193938629,5.005782015914583,2200,5,220,0.1
3647,0.0016577272727272727,4.718111856052154,5.0019812134110255,2200,5,220,0.1
3648,0.0016581818181818182,4.718111856052154,5.0019812134110255,2200,5,220,0.1
3649,0.0016586363636363636,4.71432651816568,5.0019812134110255,2200,5,220,0.1
3650,0.001659090909090909,4.710541180279206,5.0019812134110255,2200,5,220,0.1
3651,0.0016595454545454546,4.702970504506257,5.0019812134110255,2200,5,220,0.1
3652,0.00166,4.695399828733308,5.005782015914583,2200,5,220,0.1
3653,0.0016604545454545455,4.695399828733308,5.0019812134110255,2200,5,220,0.1
3654,0.001660909090909091,4.691614490846834,5.0019812134110255,2200,5,220,0.1
3655,0.0016613636363636364,4.684043815073885,4.998180410907467,2200,5,220,0.1
3656,0.0016618181818181818,4.680258477187411,4.998180410907467,2200,5,220,0.1
3657,0.0016622727272727273,4.680258477187411,4.994379608403909,2200,5,220,0.1
3658,0.0016627272727272728,4.672687801414462,4.998180410907467,2200,5,220,0.1
3659,0.0016631818181818182,4.676473139300937,4.998180410907467,2200,5,220,0.1
3660,0.0016636363636363637,4.665117125641514,4.998180410907467,2200,5,220,0.1
3661,0.0016640909090909091,4.665117125641514,4.998180410907467,2200,5,220,0.1
3662,0.0016645454545454546,4.661331787755039,4.998180410907467,2200,5,220,0.1
3663,0.001665,4.657546449868565,4.998180410907467,2200,5,220,0.1
3664,0.0016654545454545455,4.657546449868565,5.0019812134110255,2200,5,220,0.1
3665,0.001665909090909091,4.649975774095616,4.998180410907467,2200,5,220,0.1
3666,0.0016663636363636364,4.6461904362091415,4.998180410907467,2200,5,220,0.1
3667,0.0016668181818181819,4.6424050983226675,4.994379608403909,2200,5,220,0.1
3668,0.0016672727272727273,4.6386197604361925,4.994379608403909,2200,5,220,0.1
3669,0.0016677272727272728,4.6348344225497184,4.994379608403909,2200,5,220,0.1
3670,0.0016681818181818182,4.627263746776769,4.99057880590035,2200,5,220,0.1
3671,0.0016686363636363637,4.627263746776769,4.994379608403909,2200,5,220,0.1
3672,0.0016690909090909091,4.615907733117346,4.99057880590035,2200,5,220,0.1
3673,0.0016695454545454546,4.615907733117346,4.99057880590035,2200,5,220,0.1
3674,0.00167,4.612122395230872,4.994379608403909,2200,5,220,0.1
3675,0.0016704545454545455,4.600766381571449,4.998180410907467,2200,5,220,0.1
3676,0.001670909090909091,4.604551719457923,4.994379608403909,2200,5,220,0.1
3677,0.0016713636363636364,4.600766381571449,5.0019812134110255,2200,5,220,0.1
3678,0.0016718181818181819,4.596981043684975,4.998180410907467,2200,5,220,0.1
3679,0.0016722727272727273,4.596981043684975,4.998180410907467,2200,5,220,0.1
3680,0.0016727272727272728,4.589410367912026,4.994379608403909,2200,5,220,0.1
3681,0.0016731818181818182,4.581839692139077,4.994379608403909,2200,5,220,0.1
3682,0.0016736363636363637,4.578054354252603,4.994379608403909,2200,5,220,0.1
3683,0.0016740909090909091,4.570483678479654,4.994379608403909,2200,5,220,0.1
3684,0.0016745454545454546,4.570483678479654,4.994379608403909,2200,5,220,0.1
3685,0.001675,4.570483678479654,4.986778003396792,2200,5,220,0.1
3686,0.0016754545454545455,4.56669834059318,4.99057880590035,2200,5,220,0.1
3687,0.001675909090909091,4.559127664820231,4.99057880590035,2200,5,220,0.1
3688,0.0016763636363636364,4.551556989047283,4.994379608403909,2200,5,220,0.1
3689,0.0016768181818181819,4.543986313274334,4.994379608403909,2200,5,220,0.1
3690,0.0016772727272727273,4.54020097538786,4.99057880590035,2200,5,220,0.1
3691,0.0016777272727272728,4.54020097538786,4.994379608403909,2200,5,220,0.1
3692,0.0016781818181818182,4.54020097538786,4.99057880590035,2200,5,220,0.1
3693,0.0016786363636363637,4.528844961728437,4.994379608403909,2200,5,220,0.1
3694,0.0016790909090909092,4.521274285955488,4.994379608403909,2200,5,220,0.1
3695,0.0016795454545454546,4.521274285955488,4.986778003396792,2200,5,220,0.1
3696,0.00168,4.521274285955488,4.986778003396792,2200,5,220,0.1
3697,0.0016804545454545455,4.525059623841962,4.99057880590035,2200,5,220,0.1
3698,0.001680909090909091,4.517488948069014,4.99057880590035,2200,5,220,0.1
3699,0.0016813636363636364,4.506132934409591,4.994379608403909,2200,5,220,0.1
