,time,V1,V2,sineoutput_freq,sineoutput_amplitude,Resistance,Inductance
0,0.0,1.7504069530562587,4.549685715487596,44,5,220,0.1
1,2.2727272727272726e-05,1.7504069530562587,4.549685715487596,44,5,220,0.1
2,4.545454545454545e-05,1.7504069530562587,4.549685715487596,44,5,220,0.1
3,6.818181818181818e-05,1.7504069530562587,4.549685715487596,44,5,220,0.1
4,9.09090909090909e-05,1.7504069530562587,4.549685715487596,44,5,220,0.1
5,0.00011363636363636364,1.7504069530562587,4.549685715487596,44,5,220,0.1
6,0.00013636363636363637,1.7504069530562587,4.549685715487596,44,5,220,0.1
7,0.0001590909090909091,1.7504069530562587,4.549685715487596,44,5,220,0.1
8,0.0001818181818181818,1.7504069530562587,4.545884912984038,44,5,220,0.1
9,0.00020454545454545454,1.7504069530562587,4.545884912984038,44,5,220,0.1
10,0.00022727272727272727,1.7504069530562587,4.549685715487596,44,5,220,0.1
11,0.00025,1.7504069530562587,4.549685715487596,44,5,220,0.1
12,0.00027272727272727274,1.7504069530562587,4.549685715487596,44,5,220,0.1
13,0.00029545454545454547,1.754192290942733,4.549685715487596,44,5,220,0.1
14,0.0003181818181818182,1.7504069530562587,4.549685715487596,44,5,220,0.1
15,0.00034090909090909094,1.7504069530562587,4.549685715487596,44,5,220,0.1
16,0.0003636363636363636,1.7504069530562587,4.549685715487596,44,5,220,0.1
17,0.00038636363636363635,1.754192290942733,4.549685715487596,44,5,220,0.1
18,0.0004090909090909091,1.754192290942733,4.549685715487596,44,5,220,0.1
19,0.0004318181818181818,1.7504069530562587,4.549685715487596,44,5,220,0.1
20,0.00045454545454545455,1.7504069530562587,4.549685715487596,44,5,220,0.1
21,0.0004772727272727273,1.7504069530562587,4.549685715487596,44,5,220,0.1
22,0.0005,1.7504069530562587,4.549685715487596,44,5,220,0.1
23,0.0005227272727272727,1.7504069530562587,4.549685715487596,44,5,220,0.1
24,0.0005454545454545455,1.7504069530562587,4.549685715487596,44,5,220,0.1
25,0.0005681818181818182,1.7504069530562587,4.549685715487596,44,5,220,0.1
26,0.0005909090909090909,1.7504069530562587,4.545884912984038,44,5,220,0.1
27,0.0006136363636363636,1.7504069530562587,4.549685715487596,44,5,220,0.1
28,0.0006363636363636364,1.7504069530562587,4.545884912984038,44,5,220,0.1
29,0.0006590909090909091,1.7504069530562587,4.545884912984038,44,5,220,0.1
30,0.0006818181818181819,1.7504069530562587,4.549685715487596,44,5,220,0.1
31,0.0007045454545454546,1.7504069530562587,4.549685715487596,44,5,220,0.1
32,0.0007272727272727272,1.7504069530562587,4.549685715487596,44,5,220,0.1
33,0.00075,1.7504069530562587,4.549685715487596,44,5,220,0.1
34,0.0007727272727272727,1.7504069530562587,4.545884912984038,44,5,220,0.1
35,0.0007954545454545455,1.7504069530562587,4.549685715487596,44,5,220,0.1
36,0.0008181818181818182,1.7504069530562587,4.549685715487596,44,5,220,0.1
37,0.000840909090909091,1.7504069530562587,4.549685715487596,44,5,220,0.1
38,0.0008636363636363636,1.7504069530562587,4.549685715487596,44,5,220,0.1
39,0.0008863636363636364,1.7504069530562587,4.545884912984038,44,5,220,0.1
40,0.0009090909090909091,1.7504069530562587,4.545884912984038,44,5,220,0.1
41,0.0009318181818181818,1.7504069530562587,4.549685715487596,44,5,220,0.1
42,0.0009545454545454546,1.7504069530562587,4.549685715487596,44,5,220,0.1
43,0.0009772727272727272,1.7504069530562587,4.549685715487596,44,5,220,0.1
44,0.001,1.7504069530562587,4.549685715487596,44,5,220,0.1
45,0.0010227272727272728,1.7504069530562587,4.549685715487596,44,5,220,0.1
46,0.0010454545454545454,1.7504069530562587,4.549685715487596,44,5,220,0.1
47,0.0010681818181818182,1.7504069530562587,4.549685715487596,44,5,220,0.1
48,0.001090909090909091,1.7504069530562587,4.549685715487596,44,5,220,0.1
49,0.0011136363636363637,1.7504069530562587,4.549685715487596,44,5,220,0.1
50,0.0011363636363636363,1.7504069530562587,4.549685715487596,44,5,220,0.1
51,0.001159090909090909,1.7504069530562587,4.549685715487596,44,5,220,0.1
52,0.0011818181818181819,1.7504069530562587,4.549685715487596,44,5,220,0.1
53,0.0012045454545454545,1.7504069530562587,4.549685715487596,44,5,220,0.1
54,0.0012272727272727272,1.7504069530562587,4.545884912984038,44,5,220,0.1
55,0.00125,1.7504069530562587,4.549685715487596,44,5,220,0.1
56,0.0012727272727272728,1.7504069530562587,4.549685715487596,44,5,220,0.1
57,0.0012954545454545454,1.7504069530562587,4.549685715487596,44,5,220,0.1
58,0.0013181818181818182,1.7504069530562587,4.549685715487596,44,5,220,0.1
59,0.001340909090909091,1.7504069530562587,4.549685715487596,44,5,220,0.1
60,0.0013636363636363637,1.7504069530562587,4.549685715487596,44,5,220,0.1
61,0.0013863636363636363,1.7504069530562587,4.549685715487596,44,5,220,0.1
62,0.001409090909090909,1.7504069530562587,4.549685715487596,44,5,220,0.1
63,0.0014318181818181819,1.7504069530562587,4.549685715487596,44,5,220,0.1
64,0.0014545454545454545,1.7504069530562587,4.549685715487596,44,5,220,0.1
65,0.0014772727272727272,1.7504069530562587,4.549685715487596,44,5,220,0.1
66,0.0015,1.7504069530562587,4.549685715487596,44,5,220,0.1
67,0.0015227272727272728,1.7504069530562587,4.549685715487596,44,5,220,0.1
68,0.0015454545454545454,1.7504069530562587,4.549685715487596,44,5,220,0.1
69,0.0015681818181818182,1.7504069530562587,4.549685715487596,44,5,220,0.1
70,0.001590909090909091,1.7504069530562587,4.549685715487596,44,5,220,0.1
71,0.0016136363636363635,1.7504069530562587,4.545884912984038,44,5,220,0.1
72,0.0016363636363636363,1.7504069530562587,4.549685715487596,44,5,220,0.1
73,0.001659090909090909,1.7504069530562587,4.549685715487596,44,5,220,0.1
74,0.001681818181818182,1.7504069530562587,4.549685715487596,44,5,220,0.1
75,0.0017045454545454545,1.7504069530562587,4.549685715487596,44,5,220,0.1
76,0.0017272727272727272,1.7504069530562587,4.549685715487596,44,5,220,0.1
77,0.00175,1.7504069530562587,4.549685715487596,44,5,220,0.1
78,0.0017727272727272728,1.7504069530562587,4.549685715487596,44,5,220,0.1
79,0.0017954545454545454,1.7504069530562587,4.549685715487596,44,5,220,0.1
